cidade,estado,bairro,tipo,m2,quartos,banheiros,garagem,valor,endereco,link
Goiania,GO,Setor Goiânia 2,APARTAMENTO,90²,2,1,, 1850Iptu: 50,Avenida Boulevard Conde Dos Arcos,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-setor-goiania-2-110m2-RS1850/id-28111181/
Goiania,GO,Setor Marista,IMÓVEL,265²,3,4,3,3425610.0,"Avenida Mutirão, 202",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-setor-marista-265m2-RS3425610/id-28166185/
Goiania,GO,Setor Oeste,APARTAMENTO,64²,2,2,, 4200Cond: 500,Rua K,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-setor-oeste-64m2-RS4200/id-31904047/
Goiania,GO,Setor Oeste,APARTAMENTO,93²,3,3,, 530000Cond: 940,"Rua 31, 100",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-setor-oeste-RS530000/id-25080966/
Goiania,GO,Setor Bueno,KITNET,45²,1,1,, 2519Cond: 350,Rua T 36 Quadra 112 A,https://www.chavesnamao.com.br/imovel/kitnet-para-alugar-com-garagem-go-goiania-setor-bueno-45m2-RS2519/id-31887928/
Goiania,GO,Setor Marista,APARTAMENTO,54²,1,1,,699994.0,"Avenida Mutirão, 299",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-1-quarto-com-garagem-go-goiania-setor-marista-RS699994/id-8945140/
Goiania,GO,Residencial Parque Oeste,APARTAMENTO,61²,2,2,, 1850Cond: 300,Alameda Das Chácaras,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-residencial-parque-oeste-61m2-RS1850/id-31915840/
Goiania,GO,Setor Bueno,APARTAMENTO,73²,2,2,, 580000Cond: 450,"Avenida Castelo Branco, 1265",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-2-quartos-com-garagem-go-goiania-setor-bueno-73m2-RS580000/id-23955562/
Goiania,GO,Vila Rosa,APARTAMENTO,50²,2,1,, 1525Cond: 450,Avenida Francisco De Melo,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-vila-rosa-50m2-RS1525/id-31912397/
Goiania,GO,Vila Rosa,APARTAMENTO,72²,3,3,2, 670000Cond: 380,"Rua Dirce, 38",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-vila-rosa-RS670000/id-27170838/
Goiania,GO,Setor Bueno,CASA,186²,4,5,3, 4400Cond: 670,Rua T-27,https://www.chavesnamao.com.br/imovel/casa-em-condominio-para-alugar-4-quartos-com-garagem-go-goiania-setor-bueno-186m2-RS4400/id-31882088/
Goiania,GO,Vila Alpes,APARTAMENTO,74²,3,2,, 2250Cond: 450,Rua A20,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-vila-alpes-RS2250/id-31625313/
Goiania,GO,Setor Sudoeste,APARTAMENTO,61²,3,2,2,377124.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-setor-sudoeste-84m2-RS377124/id-19330567/
Goiania,GO,Setor Oeste,APARTAMENTO,70²,2,1,2, 2380Cond: 600,Rua 6-a,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-setor-oeste-70m2-RS2380/id-31923897/
Goiania,GO,Jardim Novo Mundo,APARTAMENTO,45²,2,1,, 280000Cond: 300,"Avenida Manchester, 1",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-2-quartos-com-garagem-go-goiania-jardim-novo-mundo-RS280000/id-30679771/
Goiania,GO,Jardim Goiás,BELÍSSIMO,120²,3,4,3, 7000Cond: 1300,"Rua 49, 16",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-jardim-goias-RS7000/id-30687094/
Goiania,GO,Parque Amazônia,CASA,120²,3,2,3,1029000.0,"Praça Coronel Inácio Elias Bufaiçal, 11111",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-goiania-parque-amazonia-233m2-RS1029000/id-31028669/
Goiania,GO,Park Lozandes,APARTAMENTO,105²,3,1,2, 5000Cond: 497,"Avenida Pl 3, sn",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-park-lozandes-163m2-RS5000/id-27326366/
Goiania,GO,Setor Oeste,APARTAMENTO,97²,3,2,2,1496960.0,"Alameda Dos Buritis, 455",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-setor-oeste-RS1496960/id-8940107/
Goiania,GO,Setor Bueno,APARTAMENTO,242²,4,5,3, 6800Cond: 2000,Av. T-5,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-4-quartos-com-garagem-go-goiania-setor-bueno-242m2-RS6800/id-31893828/
Goiania,GO,Residencial Granville,SOBRADO,380²,6,6,4, 2980000Cond: 720,"Rua Gv4a, 1",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-6-quartos-com-garagem-go-goiania-residencial-granville-450m2-RS2980000/id-31139329/
Goiania,GO,Setor Oeste,COBERTURA,109²,2,3,, 5700Cond: 690,Rua K,https://www.chavesnamao.com.br/imovel/cobertura-para-alugar-2-quartos-com-garagem-go-goiania-setor-oeste-109m2-RS5700/id-31899178/
Goiania,GO,Setor Nova Suiça,CASA,222²,4,5,4,1590000.0,"Rua C 139, 02",https://www.chavesnamao.com.br/imovel/casa-a-venda-4-quartos-com-garagem-go-goiania-setor-nova-suica-350m2-RS1590000/id-26565932/
Goiania,GO,Jardim Goiás,APARTAMENTO,48²,1,1,, 2300Cond: 450,Rua 56,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-1-quarto-com-garagem-go-goiania-jardim-goias-48m2-RS2300/id-31881345/
Goiania,GO,Loteamento Portal do Sol II,PORTAL,320²,4,5,2, 2000000Cond: 850,"Avenida Sb B, 00",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-goiania-loteamento-portal-do-sol-ii-548m2-RS2000000/id-32031005/
Goiania,GO,Setor Bueno,APARTAMENTO,200²,3,4,2, 5860Cond: 2400,Avenida T 4,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-setor-bueno-200m2-RS5860/id-31903442/
Goiania,GO,Loteamento Portal do Sol II,CASA,240²,3,5,4, 8500Cond: 800,Rua Sb 39,https://www.chavesnamao.com.br/imovel/casa-em-condominio-para-alugar-3-quartos-com-garagem-go-goiania-loteamento-portal-do-sol-ii-240m2-RS8500/id-31890622/
Goiania,GO,Setor Oeste,SINTA,222²,3,4,3,3031760.0,"Rua João De Abreu, 301",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-setor-oeste-222m2-RS3031760/id-28166108/
Goiania,GO,Setor Marista,CASA,214²,5,6,3,15000.0,"Rua 137, Qd 49 Lt 07, 515",https://www.chavesnamao.com.br/imovel/casa-para-alugar-5-quartos-com-garagem-go-goiania-setor-marista-430m2-RS15000/id-29314700/
Goiania,GO,Parque Amazônia,EXCELENTE,103²,3,1,2,256000.0,Rua Córdoba,https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-parque-amazonia-103m2-RS256000/id-30471437/
Goiania,GO,Jardim Goiás,APARTAMENTO,49²,1,1,, 3700Cond: 490,"Rua 52, 26",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-1-quarto-com-garagem-go-goiania-jardim-goias-RS3700/id-30670471/
Goiania,GO,Setor Bueno,APARTAMENTO,87²,3,3,2, 690000Cond: 650,"Rua T-29 Numero1001, 1001",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-setor-bueno-115m2-RS690000/id-29018083/
Goiania,GO,Jardins Valência,"CASA,",217²,3,4,4, 10000Cond: 800,"Avenida Diógenes Dolival Sampaio, 2",https://www.chavesnamao.com.br/imovel/casa-em-condominio-para-alugar-3-quartos-com-garagem-go-goiania-jardins-valencia-415m2-RS10000/id-29995568/
Goiania,GO,Parque Amazônia,CONDOMÍNIO,74²,3,2,, 465537Cond: 556,"Rua Salvador C/ Cuiabá, Qd. 119, Lt. 09/14",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-parque-amazonia-74m2-RS465537/id-29812214/
Goiania,GO,Setor Bueno,APARTAMENTO,69²,2,2,, 4200Cond: 600,Rua T 35,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-setor-bueno-69m2-RS4200/id-31904011/
Goiania,GO,Setor Bueno,APARTAMENTO,142²,4,1,2, 630000Cond: 830,"Rua T 62, 589",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-go-goiania-setor-bueno-707m2-RS630000/id-32031065/
Goiania,GO,Setor Bueno,A,140²,4,2,2, 3500Cond: 1200,"Rua T 62, 589",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-4-quartos-com-garagem-go-goiania-setor-bueno-RS3500/id-29541494/
Goiania,GO,Parque Amazônia,APARTAMENTO,75²,3,2,2,510000.0,"Rua Uirapuru, 185",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-parque-amazonia-75m2-RS510000/id-30527404/
Goiania,GO,Setor Marista,APARTAMENTO,87²,3,2,2, 3880Cond: 680,"Rua 1123, 332",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-setor-marista-87m2-RS3880/id-29764500/
Goiania,GO,Jardim Europa,COBERTURA,135²,3,4,, 545000Cond: 300,"Cobertura Jardim Europa Avenida Veneza, 90",https://www.chavesnamao.com.br/imovel/cobertura-a-venda-3-quartos-com-garagem-go-goiania-jardim-europa-135m2-RS545000/id-29017715/
Goiania,GO,Setor Oeste,APARTAMENTO,285²,4,5,, 3990Cond: 1900,"Rua 12, 399",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-4-quartos-com-garagem-go-goiania-setor-oeste-285m2-RS3990/id-26457180/
Goiania,GO,Setor Gentil Meireles,APARTAMENTO,135²,3,2,, 1900Iptu: 40,Avenida Cariri,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-setor-gentil-meireles-135m2-RS1900/id-31915435/
Goiania,GO,Setor Bela Vista,APARTAMENTO,110²,3,2,, 455000Cond: 650,"Alameda Couto Magalhães, 100",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-setor-bela-vista-110m2-RS455000/id-28934947/
Goiania,GO,Setor Bueno,SOBRADO,186²,4,3,3, 4200Cond: 716,"Rua T 27, 4444",https://www.chavesnamao.com.br/imovel/casa-em-condominio-para-alugar-4-quartos-com-garagem-go-goiania-setor-bueno-180m2-RS4200/id-25080043/
Goiania,GO,Residencial Brisas da Mata,CASA,121²,3,2,4, 600000Iptu: 170,"Avenida Tropical, 27",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-goiania-residencial-brisas-da-mata-173m2-RS600000/id-30662353/
Goiania,GO,Setor Bueno,APARTAMENTO,63²,3,1,,3960.0,"Rua T 37, 3659",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-setor-bueno-63m2-RS3960/id-31478712/
Goiania,GO,Setor Bueno,APARTAMENTO,113²,3,4,2,1075647.0,Avenida T 3,https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-setor-bueno-113m2-RS1075647/id-27450766/
Goiania,GO,Jardim Goiás,DUPLEX,80²,2,3,2, 9000Iptu: 120,"Rua 65, 71",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-jardim-goias-RS9000/id-26133600/
Goiania,GO,Setor Bueno,APARTAMENTO,85²,3,2,2, 495000Cond: 500,Avenida T 3,https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-setor-bueno-RS495000/id-21974221/
Goiania,GO,Conjunto Morada Nova,CASA,210²,4,2,4, 2200Iptu: 100,"Rua Cláudio Manoel Da Costa, 6",https://www.chavesnamao.com.br/imovel/casa-para-alugar-4-quartos-com-garagem-go-goiania-conjunto-morada-nova-270m2-RS2200/id-31479366/
Goiania,GO,Setor Bueno,APARTAMENTO,99²,3,4,2,1425000.0,Rua T 44,https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-setor-bueno-RS1425000/id-31110805/
Goiania,GO,Residencial Aquários II,APARTAMENTO,42²,2,1,, 1050Cond: 350,"Rua Tambaqui, 00",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-residencial-aquarios-ii-RS1050/id-11263932/
Goiania,GO,Serrinha,OPUS,100²,3,3,2,1029000.0,Rua Samuel Morse,https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-serrinha-100m2-RS1029000/id-19248379/
Goiania,GO,Jardim Goiás,ALUGA-SE,150²,4,5,3,8500.0,"Rua 46, 545",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-4-quartos-com-garagem-go-goiania-jardim-goias-RS8500/id-31537056/
Goiania,GO,Setor Grajaú,CASA,164²,3,2,, 435000Cond: 435000,Rua G10,https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-goiania-setor-grajau-300m2-RS435000/id-29624614/
Goiania,GO,Setor Bela Vista,APARTAMENTO,76²,3,2,2, 3950Cond: 550,"Rua S-5, 999",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-setor-bela-vista-76m2-RS3950/id-31844560/
Goiania,GO,Setor Oeste,APARTAMENTO,62²,2,1,, 2250Cond: 500,Rua 6,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-setor-oeste-62m2-RS2250/id-31922421/
Goiania,GO,Park Lozandes,APARTAMENTO,120²,2,1,4,1278524.0,"Plh-3 C/ Pl-4 C/ Plh-1 C/ Plh-2, Qd. H-6, Lt. Area, 93",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-2-quartos-com-garagem-go-goiania-park-lozandes-RS1278524/id-12001172/
Goiania,GO,Residencial Recanto do Bosque,KITNET,60²,4,3,, 2250Iptu: 42,Rua Bm-8,https://www.chavesnamao.com.br/imovel/kitnet-para-alugar-com-garagem-go-goiania-residencial-recanto-do-bosque-60m2-RS2250/id-31918137/
Goiania,GO,Jardim Atlântico,CASA,210²,3,4,3,790000.0,"Rua Das Rocas, 00",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-goiania-jardim-atlantico-210m2-RS790000/id-28229141/
Goiania,GO,Jardim América,JARDIM,67²,2,2,, 2350Cond: 660,Rua C189,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-jardim-america-RS2350/id-31344055/
Goiania,GO,Setor Três Marias,SOBRADO,145²,3,3,2, 649000Iptu: 92,Rua Dos Moros,https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-goiania-setor-tres-marias-180m2-RS649000/id-27607818/
Goiania,GO,Setor Leste Vila Nova,APARTAMENTO,57²,2,2,, 5500Cond: 450,Rua 25 A,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-setor-leste-vila-nova-57m2-RS5500/id-31892237/
Goiania,GO,Setor Marista,APARTAMENTO,,4,5,3, 2396230Cond: 900,"Avenida Mutirão, 246",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-go-goiania-setor-marista-RS2396230/id-13016535/
Goiania,GO,Setor Bueno,APARTAMENTO,57²,2,2,, 3490Cond: 550,Rua T 55,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-setor-bueno-RS3490/id-30255677/
Goiania,GO,Setor Faiçalville,APARTAMENTO,64²,2,2,, 297000Cond: 570,"Avenida Abel Soares De Castro, 1179-1283",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-2-quartos-com-garagem-go-goiania-setor-faicalville-64m2-RS297000/id-28166192/
Goiania,GO,Residencial Recanto do Bosque,CASA,150²,4,2,3, 2400Cond: 250,Rua Jc35,https://www.chavesnamao.com.br/imovel/casa-para-alugar-4-quartos-com-garagem-go-goiania-residencial-recanto-do-bosque-150m2-RS2400/id-31913835/
Goiania,GO,Santa Genoveva,CASA,375²,4,7,6, 1300000Iptu: 1000,"Rua Juriti, 248",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-goiania-santa-genoveva-375m2-RS1300000/id-28502304/
Goiania,GO,Vila Rosa,APARTAMENTO,55²,2,2,, 1700Cond: 446,"Rua Doutor Joaquim Taveira, 8",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-vila-rosa-RS1700/id-24645868/
Goiania,GO,Residencial Aldeia do Vale,SOBRADO,1465²,5,5,4,3200000.0,Avenida Floresta,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-5-quartos-com-garagem-go-goiania-residencial-aldeia-do-vale-1465m2-RS3200000/id-29906537/
Goiania,GO,Residencial Monte Carlo,APARTAMENTO,139²,3,2,2, 2800Cond: 727,"Rua C250, sn",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-residencial-monte-carlo-211m2-RS2800/id-28542486/
Goiania,GO,Alto da Glória,APARTAMENTO,75²,3,2,, 3250Cond: 680,"Rua Fortaleza, 333",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-alto-da-gloria-RS3250/id-31843791/
Goiania,GO,Vila Rosa,APARTAMENTO,60²,2,2,, 340000Cond: 380,"Avenida Marialva, 99",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-2-quartos-com-garagem-go-goiania-vila-rosa-60m2-RS340000/id-31878888/
Goiania,GO,Serrinha,APARTAMENTO,117²,3,3,2, 4800Cond: 980,"Avenida T 14, 250",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-serrinha-117m2-RS4800/id-27839526/
Goiania,GO,Setor Bueno,APARTAMENTO,83²,2,3,, 843809Cond: 400,"Avenida Castelo Branco, 1",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-2-quartos-com-garagem-go-goiania-setor-bueno-83m2-RS843809/id-27313579/
Goiania,GO,Setor Rio Formoso,ALUGUEL,150²,3,3,2,2700.0,"Via Professor José G. Farias, 100",https://www.chavesnamao.com.br/imovel/casa-para-alugar-3-quartos-com-garagem-go-goiania-setor-rio-formoso-200m2-RS2700/id-29904045/
Goiania,GO,Setor Marista,APARTAMENTO,167²,3,4,2, 2019000Cond: 1350,"Rua 1128, 242",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-setor-marista-RS2019000/id-21560856/
Goiania,GO,Park Lozandes,APARTAMENTO,50²,1,1,,3500.0,Rua Plh 1,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-1-quarto-com-garagem-go-goiania-park-lozandes-50m2-RS3500/id-30640082/
Goiania,GO,Residencial Eldorado,CONDOMÍNIO,79²,3,1,, 390000Cond: 500,"Avenida Nápoli, 201",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-residencial-eldorado-79m2-RS390000/id-30736993/
Goiania,GO,Setor Leste Universitário,APARTAMENTO,111²,4,2,2, 2850Iptu: 109,Rua 227-a,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-4-quartos-com-garagem-go-goiania-setor-leste-universitario-111m2-RS2850/id-31924675/
Goiania,GO,Jardim Clarissa,SOBRADO,229²,3,4,4,470000.0,Rua Violeta Bitars Carrara,https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-goiania-jardim-clarissa-229m2-RS470000/id-32019033/
Goiania,GO,Setor Leste Universitário,ALUGUE,95²,3,3,3, 2700Cond: 734,"Rua 261-b, 500",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-setor-leste-universitario-123m2-RS2700/id-31948341/
Goiania,GO,Setor Marista,EXCELENTE,259²,4,6,3,2965000.0,Rua 1141,https://www.chavesnamao.com.br/imovel/apartamento-a-venda-4-quartos-com-garagem-go-goiania-setor-marista-259m2-RS2965000/id-32032239/
Goiania,GO,Setor Leste Vila Nova,CASA,360²,4,4,4,8250.0,Rua T,https://www.chavesnamao.com.br/imovel/casa-para-alugar-4-quartos-com-garagem-go-goiania-setor-leste-vila-nova-360m2-RS8250/id-31898838/
Goiania,GO,Jardins Madri,JARDINS,304²,5,6,2, 3200000Cond: 746,Rua Madri 26,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-5-quartos-com-garagem-go-goiania-jardins-madri-376m2-RS3200000/id-32032731/
Goiania,GO,Setor Bueno,APARTAMENTO,218²,4,5,3, 13900Cond: 1290,Rua T 51,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-4-quartos-com-garagem-go-goiania-setor-bueno-218m2-RS13900/id-30394803/
Goiania,GO,Parque Amazônia,APARTAMENTO,96²,3,2,2, 3600Cond: 700,Rua Santarém,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-parque-amazonia-96m2-RS3600/id-31880676/
Goiania,GO,Setor Coimbra,CASA,360²,3,2,2,690000.0,Avenida Perimetral,https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-goiania-setor-coimbra-360m2-RS690000/id-31317982/
Goiania,GO,Vila Alpes,VILA,98²,3,1,2, 3590Cond: 560,Rua C69,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-vila-alpes-98m2-RS3590/id-30724460/
Goiania,GO,Setor Pedro Ludovico,LIVERPOOL,62²,1,1,2, 450000Cond: 627,Rua 1067,https://www.chavesnamao.com.br/imovel/apartamento-a-venda-1-quarto-com-garagem-go-goiania-setor-pedro-ludovico-62m2-RS450000/id-32032756/
Goiania,GO,Parque Amazônia,APARTAMENTO,,1,1,, 1250Cond: 340,"Tajura, 25",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-1-quarto-com-garagem-go-goiania-parque-amazonia-RS1250/id-3488681/
Goiania,GO,Jardim Goiás,MÁXIMO,75²,2,2,2, 550000Cond: 900,"Rua 71, 00",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-2-quartos-com-garagem-go-goiania-jardim-goias-75m2-RS550000/id-32032439/
Goiania,GO,Setor Oeste,ALUGUEL,207²,3,4,2, 3500Cond: 1500,Avenida Portugal,https://www.chavesnamao.com.br/imovel/cobertura-para-alugar-3-quartos-com-garagem-go-goiania-setor-oeste-RS3500/id-31549428/
Goiania,GO,Parque Amazônia,CASA,220²,3,3,4,1600000.0,"Rua Igarapé, 100",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-goiania-parque-amazonia-419m2-RS1600000/id-25081788/
Goiania,GO,Alto da Glória,APARTAMENTO,,3,2,2, 2600Cond: 800,"Rua Fortaleza, 158",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-alto-da-gloria-RS2600/id-5442399/
Goiania,GO,Setor Nova Suiça,ÁGIO,109²,3,1,2,255000.0,"Rua C 234, 1",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-setor-nova-suica-109m2-RS255000/id-31723651/
Goiania,GO,Setor Aeroporto,APARTAMENTO,140²,3,3,2, 2800Iptu: 257,"Avenida Pires Fernandes, 426",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-3-quartos-com-garagem-go-goiania-setor-aeroporto-RS2800/id-27321594/
Goiania,GO,Setor Marista,ÁGIO,50²,1,1,,565000.0,"Rua 135, sn",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-1-quarto-com-garagem-go-goiania-setor-marista-50m2-RS565000/id-29801066/
Goiania,GO,Setor Bueno,RUA,51²,2,1,, 3000Cond: 660,"Rua T 37, 3659",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-setor-bueno-51m2-RS3000/id-31337251/
Goiania,GO,Residencial Cléa Borges,RESIDENCIAL,69²,2,1,, 490000Cond: 660,"Avenida São João, 01",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-2-quartos-com-garagem-go-goiania-residencial-clea-borges-69m2-RS490000/id-29471904/
Goiania,GO,Setor Negrão de Lima,APARTAMENTO,45²,2,1,, 2990Cond: 275,Rua Dona Gercina,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-setor-negrao-de-lima-45m2-RS2990/id-31896897/
Goiania,GO,Setor Sul,RUA,587²,4,2,5,7000.0,Rua 114,https://www.chavesnamao.com.br/imovel/casa-para-alugar-4-quartos-com-garagem-go-goiania-setor-sul-587m2-RS7000/id-31759379/
Goiania,GO,Setor Marista,ARES,348²,4,5,4,4485380.0,Rua 1141,https://www.chavesnamao.com.br/imovel/cobertura-a-venda-4-quartos-com-garagem-go-goiania-setor-marista-348m2-RS4485380/id-26386977/
Goiania,GO,Setor Oeste,APARTAMENTO,64²,2,2,, 3000Cond: 550,"Rua 9, 131",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-setor-oeste-RS3000/id-31112475/
Goiania,GO,Jardim Ipê,ÁGIO,57²,2,2,,416000.0,"Avenida Goiás Norte, 311",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-2-quartos-com-garagem-go-goiania-jardim-ipe-57m2-RS416000/id-31807755/
Goiania,GO,Jardim Goiás,FLAT,50²,1,1,, 3800Cond: 468,"Avenida Fued José Sebba, 1245",https://www.chavesnamao.com.br/imovel/flat-para-alugar-1-quarto-com-garagem-go-goiania-jardim-goias-50m2-RS3800/id-32028432/
Goiania,GO,Setor Oeste,APARTAMENTO,112²,3,2,2, 699000Cond: 840,Rua T 48,https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-setor-oeste-163m2-RS699000/id-32030930/
Goiania,GO,Setor Bueno,APARTAMENTO,,1,1,, 1450Cond: 200,"Avenida Castelo Branco, 2016",https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-1-quarto-go-goiania-setor-bueno-RS1450/id-24744599/
Goiania,GO,Setor Bueno,APARTAMENTO,125²,3,4,2,1204000.0,"Rua T 30, 1284",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-setor-bueno-125m2-RS1204000/id-27440367/
Goiania,GO,Setor Oeste,APARTAMENTO,79²,2,2,, 5000Cond: 688,Avenida D,https://www.chavesnamao.com.br/imovel/apartamento-para-alugar-2-quartos-com-garagem-go-goiania-setor-oeste-79m2-RS5000/id-31902795/
Goiania,GO,Jardim Goiás,APARTAMENTO,150²,3,4,2, 1390000Cond: 900,"Rua 71, 60",https://www.chavesnamao.com.br/imovel/apartamento-a-venda-3-quartos-com-garagem-go-goiania-jardim-goias-150m2-RS1390000/id-26542437/
