cidade,estado,bairro,tipo,m2,quartos,banheiros,garagem,valor,endereco,link
Senador Canedo,GO,Residencial Flor do Ipê I,CASA,85²,3,1,2,320000.0,"Rua Ipê 24, 1",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-flor-do-ipe-i-124m2-RS320000/id-30500301/
Senador Canedo,GO,Jardins Capri,SOBRADO,228²,4,5,2,1619000.0,Av.vitória Régia,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-capri-275m2-RS1619000/id-29016883/
Senador Canedo,GO,Jardins Parma,JARDINS,449²,,,,166000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-parma-449m2-RS166000/id-30800846/
Senador Canedo,GO,Terras Alpha Residencial 1,CASA,180²,3,4,4,900000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-1-180m2-RS900000/id-30800747/
Senador Canedo,GO,Jardins Parma,LOTE,250²,,,,252700.0,"Jardins Parma, 00",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-parma-250m2-RS252700/id-29018520/
Senador Canedo,GO,Jardins Berlim,ÁGIO,121²,3,3,2,840000.0,Rua Berlim,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-berlim-257m2-RS840000/id-29016941/
Senador Canedo,GO,Jardins Porto,LOTE,300²,,,,270000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-porto-300m2-RS270000/id-31219100/
Senador Canedo,GO,Jardins Bolonha,LOTE,360²,,,,320000.0,Rua Das Seringueiras,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-bolonha-360m2-RS320000/id-28828059/
Senador Canedo,GO,Jardins Capri,CASA,158²,3,4,4,1390000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-capri-158m2-RS1390000/id-31089359/
Senador Canedo,GO,Jardins Nápoles,CASA,285²,3,4,4,1390000.0,"Avenida Jardins, 00",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-napoles-360m2-RS1390000/id-32032542/
Senador Canedo,GO,Condomínio Alto da Boa Vista,LOTE,289²,,,,21688.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-condominio-alto-da-boa-vista-289m2-RS21688/id-31219190/
Senador Canedo,GO,Jardins Parma,ÁGIO,271²,,,,268000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-parma-271m2-RS268000/id-30800799/
Senador Canedo,GO,Jardins Bolonha,SOBRADO,214²,4,4,4,1695000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-bolonha-214m2-RS1695000/id-30800668/
Senador Canedo,GO,Residencial Laranjeiras,RESIDENCIAL,130²,2,1,2,350000.0,"Rua Rl 3, 1",https://www.chavesnamao.com.br/imovel/casa-a-venda-2-quartos-com-garagem-go-senador-canedo-residencial-laranjeiras-150m2-RS350000/id-30643274/
Senador Canedo,GO,Condomínio Alto da Boa Vista,LOTE,260²,,,,21162.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-condominio-alto-da-boa-vista-260m2-RS21162/id-31219194/
Senador Canedo,GO,Terras Alpha Residencial 1,TERRAS,360²,,,, 250000Iptu: 1000,"Alameda Escócia, 00",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-terras-alpha-residencial-1-360m2-RS250000/id-29349906/
Senador Canedo,GO,Residencial Marília,SOBRADO,226²,3,5,2, 1580000Cond: 600,"Estreda Velha, 1",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-marilia-258m2-RS1580000/id-30442079/
Senador Canedo,GO,Jardins Nápoles,TERRENO,383²,,,,486600.0,Avenida Primavera,https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-napoles-383m2-RS486600/id-25889038/
Senador Canedo,GO,Condomínio Alto da Boa Vista,CASA,915²,6,8,6,5490000.0,Alameda Das Cássias,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-6-quartos-com-garagem-go-senador-canedo-condominio-alto-da-boa-vista-5377m2-RS5490000/id-30528852/
Senador Canedo,GO,Jardins Bolonha,CASA,315²,4,6,4, 2800000Cond: 700,"Avenida Arvoredo, 32",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-bolonha-420m2-RS2800000/id-27875721/
Senador Canedo,GO,Residencial Condomínio Jardim Veneza,SOBRADO,250²,4,1,2,1680000.0,Avenida Das Quaresmeiras,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-residencial-condominio-jardim-veneza-360m2-RS1680000/id-24200865/
Senador Canedo,GO,Terras Alpha Residencial 1,CASA,175²,3,1,4,1095000.0,"Alameda Noruega, 4",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-1-360m2-RS1095000/id-29534499/
Senador Canedo,GO,Terras Alpha Residencial 1,LINDA,176²,3,4,4, 1150000Cond: 500,"Avenida Alphaville, 00",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-1-360m2-RS1150000/id-26759614/
Senador Canedo,GO,Condomínio Alto da Boa Vista,LOTE,288²,,,,22000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-condominio-alto-da-boa-vista-288m2-RS22000/id-31219186/
Senador Canedo,GO,Jardins Bolonha,ÁGIO,467²,,,,166536.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-bolonha-467m2-RS166536/id-30800845/
Senador Canedo,GO,Jardins Frankfurt,ÁGIO,150²,4,4,2, 1380328Cond: 550,"Jardins Frankfurt - Rodovia Go- 020, 01",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-frankfurt-319m2-RS1380328/id-31295620/
Senador Canedo,GO,Jardins Bolonha,VENDO,225²,4,5,4, 1950000Cond: 750,"Rua Dos Jatobas, SN",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-bolonha-RS1950000/id-30705642/
Senador Canedo,GO,Terras Alpha Residencial 1,SOBRADO,276²,4,5,4,1890000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-1-276m2-RS1890000/id-31089298/
Senador Canedo,GO,Jardins Berlim,ÁGIO,100²,3,2,2,857014.0,"Avenida Afonso Noé, sn",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-berlim-258m2-RS857014/id-30817236/
Senador Canedo,GO,Jardins Parma,JARDINS,274²,,,,156000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-parma-274m2-RS156000/id-30800848/
Senador Canedo,GO,Residencial Condomínio Jardim Veneza,JARDIM,310²,5,1,, 2200000Cond: 100,"Rua Jv 5, 1",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-5-quartos-com-garagem-go-senador-canedo-residencial-condominio-jardim-veneza-310m2-RS2200000/id-31445338/
Senador Canedo,GO,Jardim Veneza,CASA,192²,3,5,4,1299000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardim-veneza-192m2-RS1299000/id-31089365/
Senador Canedo,GO,Jardins Parma,LOTE,259²,,,,250000.0,"Rua Fontana, 20",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-parma-259m2-RS250000/id-31697729/
Senador Canedo,GO,Bairro Alvorada,CASA,161²,3,2,, 720000Cond: 720000,Avenida Alemanha,https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-bairro-alvorada-322m2-RS720000/id-29647800/
Senador Canedo,GO,Residencial Condomínio Jardim Veneza,SOBRADO,190²,3,4,3, 1299000Cond: 350,"Rua Jv 23, S/N",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-condominio-jardim-veneza-427m2-RS1299000/id-29019606/
Senador Canedo,GO,Jardins Parma,ÁGIO,250²,,,,210000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-parma-250m2-RS210000/id-30800825/
Senador Canedo,GO,Jardins Bolonha,SOBRADO,223²,4,1,2,1550000.0,"Rua Dos Mógnos, 1",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-bolonha-223m2-RS1550000/id-29499273/
Senador Canedo,GO,Jardim Flamboyant,CASA,94²,3,2,, 319000Iptu: 300,"Rua F 10, 21",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-jardim-flamboyant-180m2-RS319000/id-26943709/
Senador Canedo,GO,Jardins Nápoles,CASA,203²,3,4,4,1499000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-napoles-203m2-RS1499000/id-31089345/
Senador Canedo,GO,Jardins Capri,SOBRADO,280²,4,3,4,2180000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-capri-280m2-RS2180000/id-30800634/
Senador Canedo,GO,Jardins Barcelona,CASA,153²,3,4,4, 1160000Cond: 550,"Avenida Jardins, 28",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-barcelona-300m2-RS1160000/id-28135602/
Senador Canedo,GO,Residencial Marília,LOTE,347²,,,, 490000Iptu: 80,"Avenida Progresso, 22",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-residencial-marilia-347m2-RS490000/id-28819832/
Senador Canedo,GO,Condomínio Alto da Boa Vista,LOTE,279²,,,,20928.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-condominio-alto-da-boa-vista-279m2-RS20928/id-31219197/
Senador Canedo,GO,Residencial Marília,ÁGIO,272²,,,,96018.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-residencial-marilia-272m2-RS96018/id-31219159/
Senador Canedo,GO,Terras Alpha Residencial 1,SOBRADO,228²,4,5,2,1700000.0,"Alameda Noruega, SN",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-1-360m2-RS1700000/id-29017977/
Senador Canedo,GO,Jardins Barcelona,CASA,300²,4,5,, 1780000Cond: 580,"Arno, 28",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-go-senador-canedo-jardins-barcelona-300m2-RS1780000/id-31017321/
Senador Canedo,GO,Jardim Flamboyant,LOTE,260²,,,,16462.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardim-flamboyant-260m2-RS16462/id-31219241/
Senador Canedo,GO,Área Administrativa,TERRENO,354²,,,,430000.0,"Go-020, Km 352",https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-area-administrativa-354m2-RS430000/id-28229200/
Senador Canedo,GO,Jardins Bolonha,TERRENO,300²,,,, 320000Iptu: 590,"Avenida José Frauzino, 1",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-bolonha-300m2-RS320000/id-23363068/
Senador Canedo,GO,Jardins Barcelona,SOBRADO,231²,4,5,4, 2200000Cond: 500,Rua Adra,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-barcelona-360m2-RS2200000/id-21825202/
Senador Canedo,GO,Girassóis,CASA,162²,3,4,4,899000.0,"Rua 01, 1",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-girassois-300m2-RS899000/id-31445392/
Senador Canedo,GO,Jardins Bolonha,BELISSIMA,154²,3,5,4, 1200000Cond: 700,Rua Das Figueiras,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-bolonha-313m2-RS1200000/id-29409193/
Senador Canedo,GO,Jardins Barcelona,TERRENO,694²,,,, 700000Iptu: 80,"Rua Tibre, 10",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-barcelona-694m2-RS700000/id-22379029/
Senador Canedo,GO,Jardim Flamboyant,LOTE,270²,,,,17085.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardim-flamboyant-270m2-RS17085/id-31219226/
Senador Canedo,GO,Jardins Barcelona,JARDINS,300²,,,,300000.0,"Rua Adra, 1",https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-barcelona-300m2-RS300000/id-19286031/
Senador Canedo,GO,Jardins Bolonha,CASA,161²,3,4,2,1160000.0,Avenida Arvoredo,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-bolonha-300m2-RS1160000/id-29870641/
Senador Canedo,GO,Jardins Turim,JARDINS,404²,,,,596709.0,"Rua Jt-18, S/N",https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-turim-404m2-RS596709/id-32032828/
Senador Canedo,GO,Residencial Marília,LOTE,347²,,,,490000.0,"Rua Dolceto, sn",https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-residencial-marilia-347m2-RS490000/id-32032295/
Senador Canedo,GO,Jardins Porto,LOTE,300²,,,, 299000Iptu: 290,Rua Elba,https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-porto-300m2-RS299000/id-29017856/
Senador Canedo,GO,Terras Alpha Residencial 2,CASA,151²,3,4,4, 950000Cond: 550,"Alameda Croácia, 1",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-2-151m2-RS950000/id-31676023/
Senador Canedo,GO,Jardins Nápoles,CASA,197²,3,4,2, 1590000Iptu: 1000,"Rua Açucena, 21",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-napoles-360m2-RS1590000/id-27827601/
Senador Canedo,GO,São Francisco II,CASA,90²,2,2,2,330000.0,"Rua Manoel Ferreira Maia, 2",https://www.chavesnamao.com.br/imovel/casa-a-venda-2-quartos-com-garagem-go-senador-canedo-sao-francisco-ii-125m2-RS330000/id-30248904/
Senador Canedo,GO,Residencial Marília,LOTE,365²,,,,429250.0,"Rua Íris, 1",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-residencial-marilia-365m2-RS429250/id-24160944/
Senador Canedo,GO,Vila São Sebastião,CASA,120²,3,2,5,350000.0,"Avenida José Lobo, 4",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-vila-sao-sebastiao-280m2-RS350000/id-22640879/
Senador Canedo,GO,Jardins Bolonha,JARDINS,344²,,,,380000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-bolonha-344m2-RS380000/id-30800763/
Senador Canedo,GO,Jardins Nápoles,CASA,325²,5,5,4, 2500000Iptu: 2500,"Rua Íris, S/N",https://www.chavesnamao.com.br/imovel/casa-a-venda-5-quartos-com-garagem-go-senador-canedo-jardins-napoles-389m2-RS2500000/id-21601699/
Senador Canedo,GO,Jardins Frankfurt,ÁGIO,150²,4,4,4,1471314.0,Rua Jf-17,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-frankfurt-250m2-RS1471314/id-30527425/
Senador Canedo,GO,Jardins Bolonha,ÁGIO,166²,3,4,2,1080000.0,"Rua Dos Salgueiros, S/N",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-bolonha-300m2-RS1080000/id-29020106/
Senador Canedo,GO,Jardins Bolonha,EXCELENTE,349²,4,5,6, 1500000Cond: 600,"Rua Dos Angicos, 741",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-bolonha-349m2-RS1500000/id-18342596/
Senador Canedo,GO,Residencial Morada do Bosque II,SOBRADO,190²,3,4,4,102545.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-morada-do-bosque-ii-190m2-RS102545/id-31089411/
Senador Canedo,GO,Jardins Barcelona,ÁGIO,300²,,,, 300000Iptu: 1700,"Rua Ebro, S/N",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-barcelona-300m2-RS300000/id-30587353/
Senador Canedo,GO,Jardins Bolonha,JARDINS,160²,3,4,2,1200000.0,Avenida Arvoredo,https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-bolonha-300m2-RS1200000/id-27060088/
Senador Canedo,GO,Bairro Alvorada,CASA,168²,3,3,2,800000.0,Rua José Osvaldo Ribeiro,https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-bairro-alvorada-360m2-RS800000/id-31805395/
Senador Canedo,GO,Condomínio Alto da Boa Vista,LOTE,289²,,,,21688.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-condominio-alto-da-boa-vista-289m2-RS21688/id-31219191/
Senador Canedo,GO,Distrito Agroindustrial de Senador Canedo,VENDE-SE,250²,,,,50000.0,Rua Venus,https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-distrito-agroindustrial-de-senador-canedo-250m2-RS50000/id-30527421/
Senador Canedo,GO,Jardins Parma,ÁGIO,467²,,,,397026.0,"Jardins Parma, S/Nº",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-parma-467m2-RS397026/id-29127187/
Senador Canedo,GO,Jardins Parma,ÁGIO,264²,,,,250000.0,Rua Martini,https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-parma-264m2-RS250000/id-29017643/
Senador Canedo,GO,Setor Monte Azul,CASA,120²,2,3,2,300000.0,Rua Carajá,https://www.chavesnamao.com.br/imovel/casa-a-venda-2-quartos-com-garagem-go-senador-canedo-setor-monte-azul-150m2-RS300000/id-31008648/
Senador Canedo,GO,Condomínio Alto da Boa Vista,ÁGIO,260²,,,,440000.0,"Go-020, 00",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-condominio-alto-da-boa-vista-260m2-RS440000/id-29017500/
Senador Canedo,GO,Terras Alpha Residencial 2,CASA,162²,3,1,4, 1200000Iptu: 980,"Alameda Finlândia, S/N",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-2-304m2-RS1200000/id-30736902/
Senador Canedo,GO,Terras Alpha Residencial 1,LOTES,720²,,,,450000.0,Alameda Noruega,https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-terras-alpha-residencial-1-720m2-RS450000/id-29020193/
Senador Canedo,GO,Terras Alpha Residencial 1,CASA,180²,3,4,2, 1400000Cond: 720,"Alameda Noruega, 7",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-terras-alpha-residencial-1-360m2-RS1400000/id-30028115/
Senador Canedo,GO,Jardins Porto,TERRENO,300²,,,, 360000Iptu: 550,"Rodovia Go 020, 1122",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-porto-300m2-RS360000/id-13017313/
Senador Canedo,GO,Jardins Capri,CASA,186²,3,4,4, 1550000Cond: 550,Rua Rosedá,https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-capri-260m2-RS1550000/id-29405113/
Senador Canedo,GO,Jardins Capri,CONDOMÍNIO,228²,3,1,2, 1620000Cond: 515,"Rua Jasmin, 01",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-capri-275m2-RS1620000/id-29499282/
Senador Canedo,GO,Bairro Alvorada,CASA,100²,3,1,,380000.0,Alameda Brasil,https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-bairro-alvorada-100m2-RS380000/id-29935011/
Senador Canedo,GO,Jardins Bolonha,LOTE,300²,,,,300000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-bolonha-300m2-RS300000/id-31219091/
Senador Canedo,GO,Residencial Marília,JARDINS,357²,,,,457778.0,Rua Lisboa,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-residencial-marilia-357m2-RS457778/id-32032935/
Senador Canedo,GO,Terras Alpha Residencial 2,LOTES,305²,,,,330000.0,Alameda Turquia,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-terras-alpha-residencial-2-305m2-RS330000/id-25629865/
Senador Canedo,GO,Jardins Barcelona,SOBRADO,250²,4,5,2, 1630000Cond: 600,"Rua Arno, 11111",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-barcelona-250m2-RS1630000/id-30867542/
Senador Canedo,GO,Bairro Alvorada,CASA,112²,3,2,3,370000.0,"Rua Rotterdan, SN",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-bairro-alvorada-180m2-RS370000/id-24934137/
Senador Canedo,GO,Área Administrativa,TERRENO,1350²,,,, 345000Iptu: 942,"Avenida Dos Flamboyants, 21",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-area-administrativa-1350m2-RS345000/id-29018979/
Senador Canedo,GO,Jardim Flamboyant,LOTE,270²,,,,17085.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardim-flamboyant-270m2-RS17085/id-31219222/
Senador Canedo,GO,Jardins Capri,LOTE,276²,,,,270000.0,"Rua Jardins, 820",https://www.chavesnamao.com.br/imovel/terreno-em-condominio-a-venda-go-senador-canedo-jardins-capri-276m2-RS270000/id-31654428/
Senador Canedo,GO,Jardins Capri,SOBRADO,212²,3,5,4,1659000.0,"Rua Jardins, 00",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-capri-258m2-RS1659000/id-32033119/
Senador Canedo,GO,Jardim Flamboyant,VINHAS,260²,,,,170250.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardim-flamboyant-260m2-RS170250/id-30800842/
Senador Canedo,GO,Jardins Bolonha,JARDINS,162²,3,5,2, 1200000Cond: 595,"Rua Das Quaresmeiras, S/N",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-bolonha-300m2-RS1200000/id-32031675/
Senador Canedo,GO,Jardins Nápoles,JARDINS,263²,4,5,2, 1980000Cond: 100,"Rua Dália, 1",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-napoles-375m2-RS1980000/id-31445413/
Senador Canedo,GO,Jardins Barcelona,CASA,231²,3,1,4,2000000.0,"Jardins Barcelona, 01",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-barcelona-360m2-RS2000000/id-29528531/
Senador Canedo,GO,Condomínio Alta Vista I,CASA,330²,3,6,12, 2500000Iptu: 200,"Alameda Das Cássias, 12",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-condominio-alta-vista-i-5427m2-RS2500000/id-31878922/
Senador Canedo,GO,Residencial Laranjeiras,CASA,218²,3,4,4,649000.0,"Rua Rl 3, 03",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-residencial-laranjeiras-383m2-RS649000/id-27164932/
Senador Canedo,GO,Jardins Capri,SOBRADO,250²,4,6,4,1750000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-capri-250m2-RS1750000/id-31089308/
Senador Canedo,GO,Jardins Parma,ÁGIO,250²,,,,160000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardins-parma-250m2-RS160000/id-30800847/
Senador Canedo,GO,Residencial Condomínio Jardim Veneza,ALUGO,320²,5,5,4, 2000000Cond: 302,"Avenida Das Quaresmeiras, SN",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-5-quartos-com-garagem-go-senador-canedo-residencial-condominio-jardim-veneza-RS2000000/id-28379596/
Senador Canedo,GO,Jardins Bolonha,SOBRADO,217²,4,5,4,1850000.0,"Rua Dos Angicos, 00",https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-4-quartos-com-garagem-go-senador-canedo-jardins-bolonha-406m2-RS1850000/id-32032777/
Senador Canedo,GO,Jardim Flamboyant,VINHAS,333²,,,,269000.0,Endereço indisponível,https://www.chavesnamao.com.br/imovel/terreno-a-venda-go-senador-canedo-jardim-flamboyant-333m2-RS269000/id-31089401/
Senador Canedo,GO,Área Rural de Senador Canedo,CHÁCARA,7162²,,,, 1950000Cond: 1300,Condominio De Chacaras Alto Da Boa Vista,https://www.chavesnamao.com.br/imovel/chacara-a-venda-go-senador-canedo-area-rural-de-senador-canedo-7162m2-RS1950000/id-31934879/
Senador Canedo,GO,Vila São Sebastião,CASA,90²,3,2,2,330000.0,"Rua 114, 1",https://www.chavesnamao.com.br/imovel/casa-a-venda-3-quartos-com-garagem-go-senador-canedo-vila-sao-sebastiao-150m2-RS330000/id-29798941/
Senador Canedo,GO,Jardins Frankfurt,ÁGIO,110²,3,3,2, 1244629Cond: 500,Rua Jf 13,https://www.chavesnamao.com.br/imovel/casa-em-condominio-a-venda-3-quartos-com-garagem-go-senador-canedo-jardins-frankfurt-250m2-RS1244629/id-30527428/
