estado,cidade,bairro,tipo,quartos,m2,valor
GO,GOIANIA,SETOR FAICALVILLE,CASA,3,150,700000
GO,GOIANIA,RESIDENCIAL ALDEIA DO VALE,CASA,4,373,3900000
GO,GOIANIA,CONJUNTO BELA MORADA,CASA,3,172,522000
GO,GOIANIA,JARDIM CALIFORNIA,CASA,2,90,410000
GO,GOIANIA,SETOR PONTAL SUL,CASA,3,133,599000
GO,GOIANIA,VILA ROSA,APARTAMENTO,2,59,379900
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,85,530000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,1,50,499900
GO,GOIANIA,VILA ROSA,APARTAMENTO,3,90,600000
GO,GOIANIA,JARDIM NOVO MUNDO,CASA,4,265,1060000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,155,1080000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,102,850000
GO,GOIANIA,RESIDENCIAL CARAIBAS,CASA,3,108,350000
GO,GOIANIA,JARDINS VALÊNCIA,CASA,3,320,2750000
GO,SENADOR CANEDO,CONDOMÍNIO TERRAS ALPHA 1,CASA,4,179,1199000
GO,GOIANIA,JARDIM LUZ,CASA,3,110,550000
GO,GOIANIA,JARDIM AMÉRICA,APARTAMENTO,3,100,320000
GO,GOIANIA,RODOVIARIO,APARTAMENTO,3,68,500000
GO,GOIANIA,SETOR TRES MARIAS,CASA,3,125,629000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,2,72,990000
GO,GOIANIA,SETOR COIMBRA,APARTAMENTO,3,91,596000
GO,GOIANIA,VILA BRASILIA,CASA,3,163,1130000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,2,99,850000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,224,2790000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,162,1790000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,140,1150000
GO,GOIANIA,PARQUE AMAZONIA,CASA,3,130,650000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,2,72,848000
GO,GOIANIA,SETOR MARISTA,CASA,3,210,1450000
GO,GOIANIA,SETOR NOVA SUICA,APARTAMENTO,2,120,800000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,3,280,1650000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,178,1550000
GO,GOIANIA,CIDADE VERA CRUZ,TERRENO,0,408,399000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,138,1590000
GO,SENADOR CANEDO,JARDINS BOLONHA,CASA,3,240,1499000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,99,1080000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,327,4300000
GO,GOIANIA,JARDIM BURITI SERENO,TERRENO,0,6000,980000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,256,3000000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,5,461,3700000
GO,GOIANIA,JARDINS VERONA,CASA,4,250,2900000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,116,1345000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,140,1490000
GO,SENADOR CANEDO,JARDINS NAPOLES,TERRENO,0,360,280000
GO,GOIANIA,BAIRRO GOIÁ,CASA,3,176,530000
GO,GOIANIA,SETOR SANTOS DUMONT,CASA,3,105,420000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,2,72,895000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,125,1495000
GO,GOIANIA,VILLAGE VENEZA,APARTAMENTO,3,88,679000
GO,GOIANIA,SETOR BELA VISTA,APARTAMENTO,2,76,430000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,204,2250000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,256,2199000
GO,GOIANIA,SETOR COIMBRA,APARTAMENTO,3,86,610000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,2,67,753600
GO,GOIANIA,JARDIM DAS HORTENSIAS,CASA,3,131,550000
GO,GOIANIA,JARDIM ATLANTICO,CASA,3,143,680000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,2,69,500000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,1,70,960914
GO,GOIANIA,SETOR CENTRAL,TERRENO,0,360,900000
GO,GOIANIA,CARDOSO CONTINUACAO,CASA,3,130,540000
GO,GOIANIA,RESIDENCIAL CANADA,CASA,3,128,590000
GO,GOIANIA,JARDIM CLARISSA,CASA,2,70,270000
GO,GOIANIA,JARDIM DIAMANTINA,APARTAMENTO,3,61,430000
GO,GOIANIA,JARDIM BELO HORIZONTE,TERRENO,0,5511,3472000
GO,GOIANIA,SETOR SUDOESTE,APARTAMENTO,1,55,270000
GO,GOIANIA,RESIDENCIAL ALDEIA DO VALE,CASA,4,479,7100000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,1,31,390000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,166,1740000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,115,1050000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,58,650000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,365,4970000
GO,GOIANIA,VILA JARAGUA,APARTAMENTO,2,61,380000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,4,180,1050000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,3,91,770000
GO,GOIANIA,SETOR TRES MARIAS,CASA,3,125,629000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,3,139,670000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,98,800000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,99,790000
GO,GOIANIA,JARDIM ATLANTICO,CASA,3,150,1130000
GO,GOIANIA,CIDADE SATELITE SAO LUIZ,CASA,3,165,600000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,4,202,1720000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,217,2190000
GO,GOIANIA,SETOR AEROPORTO,APARTAMENTO,2,69,583790
GO,GOIANIA,CIDADE SATELITE SAO LUIZ,CASA,3,200,1250000
GO,GOIANIA,ALPHAVILLE ARAGUAIA,CASA,4,561,3839900
GO,GOIANIA,SETOR BUENO,APARTAMENTO,4,288,3050000
GO,GOIANIA,LOTEAMENTO REAL GRANDEZA,INDEFINIDO,0,1650,1130250
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,68,576500
GO,GOIANIA,JARDIM ANA LUCIA,APARTAMENTO,3,63,300000
GO,GOIANIA,CARDOSO CONTINUACAO,CASA,3,110,580000
GO,GOIANIA,JARDINS MADRI,CASA,3,180,1600000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,120,1600000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,2,83,698000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,2,79,380000
GO,GOIANIA,PARQUE ANHANGUERA,CASA,3,278,1260000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,3,111,1199000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,78,794644
GO,SENADOR CANEDO,RESIDENCIAL JARDIM VENEZA,CASA,3,200,1200000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,95,790000
GO,GOIANIA,MOINHO DOS VENTOS,CASA,3,196,1400000
GO,GOIANIA,SETOR MORAIS,CASA,3,240,530000
GO,GOIANIA,SETOR SUL,TERRENO,4,540,2250000
GO,GOIANIA,PARQUE DAS FLORES,CASA,3,138,650000
GO,GOIANIA,SETOR SERRINHA,APARTAMENTO,3,112,984000
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,4,119,830000
GO,GOIANIA,PARQUE AMAZONIA,APARTAMENTO,2,60,378000
GO,GOIANIA,SETOR SUL,CASA,3,260,1100000
GO,GOIANIA,SETOR LESTE VILA NOVA,APARTAMENTO,2,63,430000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,58,580000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,68,430000
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,3,255,1990000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,2,62,499000
GO,GOIANIA,RESIDENCIAL CARAIBAS,CASA,3,184,598000
GO,GOIANIA,SETOR SERRA DOURADA,CASA,3,147,750000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,127,1250000
GO,GOIANIA,JARDIM DA LUZ,CASA,6,396,850000
GO,GOIANIA,SETOR OESTE,INDEFINIDO,1,43,524000
GO,GOIANIA,SETOR MARISTA,CASA,4,204,2400000
GO,GOIANIA,RESIDENCIAL CIDADE VERDE,TERRENO,0,360,170000
GO,GOIANIA,CONDOMÍNIO PORTAL DO SOL 2,CASA,2,166,1690000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,3,79,439000
GO,GOIANIA,PARQUE OESTE INDUSTRIAL,APARTAMENTO,2,55,320000
GO,GOIANIA,JARDIM MARIA INES,APARTAMENTO,3,75,430000
GO,GOIANIA,VILLAGE VENEZA,APARTAMENTO,3,88,710000
GO,GOIANIA,VILA BRASILIA,INDEFINIDO,0,4950,9000000
GO,GOIANIA,PARQUE ATHENEU,CASA,3,174000,550000
GO,GOIANIA,CARDOSO CONTINUACAO,CASA,3,208,650000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,2,66,650000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,65,527000
GO,GOIANIA,PARQUE AMAZONIA,APARTAMENTO,3,73,502000
GO,GOIANIA,JARDIM AMÉRICA,APARTAMENTO,3,121,1490000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,69,650000
GO,GOIANIA,PARQUE AMAZONIA,APARTAMENTO,3,68,440000
GO,GOIANIA,JARDIM HELVECIA,CASA,3,150,680000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,64,490000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,4,308,1300000
GO,GOIANIA,SETOR BELA VISTA,APARTAMENTO,2,123,863000
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,3,98,950000
GO,GOIANIA,PARQUE AMAZONIA,CASA,3,206,1850000
GO,GOIANIA,VILA JARDIM VITORIA,CASA,3,150,1150000
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,3,76,510000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,122,1100000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,111,630000
GO,SENADOR CANEDO,JARDINS CAPRI,CASA,4,175,1490000
GO,SENADOR CANEDO,JARDINS BOLONHA,CASA,4,301,1389000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,4,117,400000
GO,GOIANIA,PARK LOZANDES,APARTAMENTO,3,117,1379990
GO,GOIANIA,SETOR OESTE,APARTAMENTO,1,41,495000
GO,GOIANIA,SETOR CENTRAL,APARTAMENTO,2,62,460000
GO,GOIANIA,VILA BRASILIA,CASA,3,217,700000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,2,64,560000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,116,1050000
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,3,100,750000
GO,GOIANIA,SETOR LESTE UNIVERSITARIO,APARTAMENTO,2,59,285000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,155,1400000
GO,GOIANIA,RESIDENCIAL PORTO SEGURO,CASA,3,185,1080000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,227,1890000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,207,2390000
GO,GOIANIA,JARDIM AMÉRICA,CASA,4,280,1800000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,126,1495000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,96,735000
GO,GOIANIA,SETOR PEDRO LUDOVICO,CASA,4,475,850000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,2,66,500000
GO,GOIANIA,SETOR CENTRAL,INDEFINIDO,0,287,400000
GO,GOIANIA,JARDIM AMÉRICA,CASA,4,421,1790000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,227,3300000
GO,GOIANIA,CARDOSO,CASA,3,120,470000
GO,GOIANIA,ALTO DA GLÓRIA,APARTAMENTO,2,64,610000
GO,GOIANIA,JARDIM BALNEARIO MEIA PONTE,APARTAMENTO,3,91,380000
GO,GOIANIA,VILA ROSA,CASA,3,180,850000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,1,47,430000
GO,SENADOR CANEDO,CONDOMÍNIO TERRAS ALPHA 1,CASA,3,166,1290000
GO,GOIANIA,JARDIM AMÉRICA,CASA,4,411,1800000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,3,70,489000
GO,GOIANIA,CHACARA SAO PEDRO,APARTAMENTO,2,52,260000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,116,1150000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,224,2850000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,3,86,680000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,4,132,950000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,58,345000
GO,GOIANIA,RESIDENCIAL ALDEIA DO VALE,CASA,7,714,14200000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,82,850000
GO,GOIANIA,PORTAL DO SOL GREEN,CASA,3,290,3500000
GO,GOIANIA,SETOR BELA VISTA,APARTAMENTO,3,97,450000
GO,GOIANIA,PARK LOZANDES,APARTAMENTO,1,41,420000
GO,GOIANIA,RESIDENCIAL CIDADE VERDE,CASA,3,252,750000
GO,GOIANIA,JARDIM GUANABARA II,CASA,3,110,510000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,221,2790000
GO,GOIANIA,RESIDENCIAL BUENA VISTA I,CASA,2,100,100000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,105,910000
GO,GOIANIA,JARDIM AMÉRICA,APARTAMENTO,3,92,500000
GO,GOIANIA,RESIDENCIAL PORTO DOURADO,APARTAMENTO,2,46,200000
GO,GOIANIA,SETOR MARISTA,INDEFINIDO,2,73,645000
GO,GOIANIA,JARDINS FRANÇA,CASA,5,350,4100000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,3,76,599000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,150,1654999
GO,GOIANIA,PARK LOZANDES,INDEFINIDO,1,41,470000
GO,GOIANIA,SETOR AEROPORTO,APARTAMENTO,3,110,420000
GO,GOIANIA,SETOR TRES MARIAS,CASA,3,158,980000
GO,GOIANIA,PARQUE DAS LARANJEIRAS,CASA,3,201,670000
GO,GOIANIA,JARDINS ITÁLIA,TERRENO,0,560,1750000
GO,GOIANIA,VILA JARDIM SAO JUDAS TADEU,CASA,2,71,290000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,112,599000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,3,111,1155000
GO,GOIANIA,SETOR OESTE,INDEFINIDO,1,43,530000
GO,GOIANIA,JARDIM PRESIDENTE,CASA,4,211,1380000
GO,GOIANIA,ALTO DA GLÓRIA,APARTAMENTO,3,157,1880000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,100,879800
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,66,60000
GO,GOIANIA,BAIRRO FELIZ,APARTAMENTO,3,64,400000
GO,GOIANIA,PORTAL DO SOL GREEN,CASA,4,470,4850000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,2,58,735516
GO,SENADOR CANEDO,JARDINS PORTO,CASA,3,156,1100000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,2,68,520000
GO,GOIANIA,CARDOSO CONTINUACAO,CASA,3,170,970000
GO,GOIANIA,PARQUE AMAZONIA,APARTAMENTO,2,75,400000
GO,GOIANIA,JARDIM MONT SERRAT,CASA,3,140,720000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,90,709025
GO,GOIANIA,RESIDENCIAL CIDADE VERDE,TERRENO,0,360,170000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,4,167,1310000
GO,GOIANIA,CARDOSO CONTINUACAO,CASA,3,300,890000
GO,GOIANIA,SETOR FAICALVILLE,APARTAMENTO,2,62,479000
GO,GOIANIA,CARDOSO CONTINUACAO,CASA,3,118,600000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,106,1130000
GO,GOIANIA,JARDIM AMÉRICA,INDEFINIDO,0,29,115000
GO,GOIANIA,SETOR COIMBRA,APARTAMENTO,3,78,550000
GO,GOIANIA,SETOR JAÓ,CASA,3,283,950000
GO,GOIANIA,RESIDENCIAL BALNEARIO,CASA,5,416,5500000
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,3,98,985000
GO,GOIANIA,JARDINS MÔNACO,CASA,5,592,3200000
GO,GOIANIA,VILA ROSA,APARTAMENTO,2,55,315000
GO,GOIANIA,SETOR FAICALVILLE,CASA,3,190,1200000
GO,GOIANIA,SETOR BELA VISTA,APARTAMENTO,3,76,380000
GO,GOIANIA,SETOR LESTE VILA NOVA,CASA,3,120,480000
GO,GOIANIA,SETOR BUENO,INDEFINIDO,0,419,5500000
GO,GOIANIA,JARDIM AMÉRICA,APARTAMENTO,3,160,1950000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,82,650000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,3,87,615000
GO,GOIANIA,RESIDENCIAL ALDEIA DO VALE,CASA,5,830,12000000
GO,GOIANIA,ALPHAVILLE ARAGUAIA,CASA,5,447,4990000
GO,GOIANIA,SETOR ARAGUAIA,APARTAMENTO,2,63,250000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,2,70,368000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,154,1630000
GO,GOIANIA,SETOR SUL,CASA,6,700,4500000
GO,GOIANIA,JARDIM ATLANTICO,CASA,3,160,850000
GO,GOIANIA,SETOR FAICALVILLE,CASA,3,147,600000
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,4,100,910000
GO,GOIANIA,PARQUE ITATIAIA,TERRENO,0,743,340000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,3,140,450000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,4,405,1280000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,142,1421000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,121,1450000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,110,550000
GO,GOIANIA,SETOR TRES MARIAS,CASA,4,294,869000
GO,GOIANIA,JARDIM TROPICAL,CASA,3,105,349000
GO,GOIANIA,SETOR LESTE UNIVERSITARIO,APARTAMENTO,3,80,674696
GO,GOIANIA,JARDIM ATLANTICO,CASA,3,210,1250000
GO,GOIANIA,SETOR MARISTA,INDEFINIDO,0,66,1800000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,58,567000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,98,930000
GO,GOIANIA,PARQUE DAS LARANJEIRAS,CASA,3,113,750000
GO,GOIANIA,RESIDENCIAL ALDEIA DO VALE,CASA,7,714,14200000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,121,1080000
GO,GOIANIA,JARDINS FRANÇA,CASA,4,369,4500000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,65,640000
GO,GOIANIA,SETOR DOS AFONSOS,APARTAMENTO,2,58,160000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,121,1400000
GO,GOIANIA,SETOR SERRINHA,APARTAMENTO,2,75,620000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,1,34,450000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,125,1599990
GO,GOIANIA,ANHANGUERA,CASA,3,190,600000
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,2,66,565000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,130,850000
GO,GOIANIA,SETOR NOVA SUICA,CASA,4,363,1670000
GO,GOIANIA,JARDIM AMÉRICA,CASA,4,450,930000
GO,GOIANIA,PORTAL DO SOL GREEN,CASA,4,378,3500000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,82,980000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,4,260,2989000
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,2,64,395000
GO,GOIANIA,SETOR MAYSA EXTENSAO,INDEFINIDO,0,2,120000
GO,GOIANIA,PARQUE AMAZONIA,CASA,3,184,1290000
GO,GOIANIA,JARDINS SEVILHA,CASA,3,285,2650000
GO,GOIANIA,PARQUE AMAZONIA,CASA,4,374,599000
GO,SENADOR CANEDO,JARDINS BOLONHA,CASA,3,164,1200000
GO,GOIANIA,JARDIM TROPICAL,CASA,3,125,650000
GO,GOIANIA,RESIDENCIAL ALDEIA DO VALE,CASA,3,280,3600000
GO,GOIANIA,JARDIM ATLANTICO,APARTAMENTO,2,72,780000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,120,700000
GO,GOIANIA,VILA REZENDE,CASA,3,240,980000
GO,GOIANIA,JARDINS MUNIQUE,TERRENO,0,900,3500000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,83,499000
GO,GOIANIA,SETOR TRES MARIAS,CASA,3,180,630000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,154,1750000
GO,GOIANIA,PARQUE AMAZONIA,APARTAMENTO,1,48,425000
GO,GOIANIA,JARDIM ATLANTICO,CASA,3,147,740000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,112,590000
GO,GOIANIA,SANTA GENOVEVA,CASA,3,172,1030000
GO,GOIANIA,JARDIM AMÉRICA,APARTAMENTO,4,274,3150000
GO,GOIANIA,MOINHO DOS VENTOS,CASA,3,180,1250000
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,4,270,2950000
GO,GOIANIA,JARDIM MONT SERRAT,CASA,3,174,650000
GO,GOIANIA,PORTAL DO SOL GREEN,CASA,4,299,2900000
GO,GOIANIA,VILA MARIANA,CASA,3,110,700000
GO,SENADOR CANEDO,RESIDENCIAL JARDIM VENEZA,TERRENO,0,360,235000
GO,GOIANIA,JARDIM CRISTAL,CASA,3,152,1500000
GO,GOIANIA,CARDOSO,CASA,3,126,550000
GO,GOIANIA,VILA BRASILIA,CASA,3,144,860000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,180,900000
GO,GOIANIA,VILA MARIA,CASA,3,100,530000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,2,68,949000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,67,750000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,4,149,1250000
GO,GOIANIA,SETOR NOVA SUICA,APARTAMENTO,3,109,905000
GO,GOIANIA,CARDOSO,CASA,3,150,670000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,127,1260000
GO,GOIANIA,SETOR CENTRAL,APARTAMENTO,5,330,1580000
GO,GOIANIA,SETOR FAICALVILLE,CASA,3,221,1095000
GO,GOIANIA,PARQUE CIDADE,TERRENO,0,650,1443000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,98,845000
GO,GOIANIA,VILA NOVA CANAA,INDEFINIDO,0,266,1050000
GO,GOIANIA,SETOR SUL,TERRENO,0,1100,2000000
GO,GOIANIA,SETOR AEROPORTO,APARTAMENTO,3,115,325000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,88,525000
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,2,79,1500000
GO,SENADOR CANEDO,JARDINS PARMA,CASA,3,160,1200000
GO,GOIANIA,CAROLINA PARQUE,INDEFINIDO,2,60,423000
GO,GOIANIA,VILA ROSA,INDEFINIDO,0,1,1780000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,4,242,1290000
GO,GOIANIA,MOINHO DOS VENTOS,CASA,4,216,1280000
GO,GOIANIA,JARDINS VALÊNCIA,CASA,4,325,2800000
GO,GOIANIA,JARDIM DAS ESMERALDAS,CASA,3,259,880000
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,3,108,550000
GO,GOIANIA,JARDIM HELVECIA,CASA,4,108,700000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,161,1880000
GO,GOIANIA,JARDIM ITAIPU,CASA,3,180,850000
GO,GOIANIA,SETOR JAÓ,CASA,4,210,1030000
GO,GOIANIA,RESIDENCIAL DELLA PENNA,TERRENO,0,35000,9975000
GO,GOIANIA,SETOR COIMBRA,APARTAMENTO,3,90,590000
GO,GOIANIA,JARDIM ATLANTICO,APARTAMENTO,3,106,780000
GO,GOIANIA,ALTO DA GLÓRIA,APARTAMENTO,4,105,540000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,123,597000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,294,2900000
GO,GOIANIA,PARQVILLE PINHEIROS,CASA,3,157,1450000
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,4,203,1800000
GO,GOIANIA,SETOR SUL,APARTAMENTO,5,540,995000
GO,GOIANIA,RESIDENCIAL ITAIPU,CASA,4,188,580000
GO,GOIANIA,LOTEAMENTO PORTAL DO SOL I,CASA,4,300,1790000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,125,1600000
GO,GOIANIA,JARDINS FRANÇA,TERRENO,0,405,885000
GO,GOIANIA,SETOR NOVA SUICA,APARTAMENTO,3,177,1450000
GO,GOIANIA,SETOR SERRINHA,APARTAMENTO,3,116,844888
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,3,111,1199000
GO,GOIANIA,VILA ROSA,APARTAMENTO,3,125,890000
GO,GOIANIA,SETOR MARISTA,INDEFINIDO,1,31,370000
GO,GOIANIA,CONDOMÍNIO PORTAL DO SOL 2,CASA,3,247,1950000
GO,GOIANIA,JARDIM AMÉRICA,APARTAMENTO,3,131,960000
GO,GOIANIA,SETOR CRIMEIA LESTE,APARTAMENTO,2,62,345000
GO,GOIANIA,CARDOSO CONTINUACAO,CASA,3,130,750000
GO,GOIANIA,PARQUE AMAZONIA,APARTAMENTO,3,75,455000
GO,GOIANIA,JARDIM AMÉRICA,APARTAMENTO,3,110,910000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,223,2200000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,2,64,590000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,222,2200000
GO,GOIANIA,PARQUE ANHANGUERA,CASA,3,340,850000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,120,1380000
GO,GOIANIA,RESIDENCIAL ALDEIA DO VALE,CASA,4,532,8000000
GO,GOIANIA,JARDIM HELVECIA,CASA,3,175,1200000
GO,GOIANIA,PARQUE AMAZONIA,CASA,3,120,1029000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,287,4305000
GO,GOIANIA,RESIDENCIAL ALDEIA DO VALE,CASA,4,500,12900000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,204,2050000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,5,360,1149900
GO,GOIANIA,SETOR AEROPORTO,APARTAMENTO,3,77,370000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,136,995000
GO,GOIANIA,JARDIM MARILIZA,CASA,3,127,890000
GO,GOIANIA,SETOR TRES MARIAS,CASA,3,150,750000
GO,GOIANIA,JARDIM AMÉRICA,CASA,3,166,600000
