estado,cidade,bairro,tipo,quartos,m2,valor
GO,GOIANIA,JARDIM DAS ESMERALDAS,APARTAMENTO,2,51,0
GO,GOIANIA,SETOR CENTRAL,RUA,3,78,0
GO,GOIANIA,RESIDENCIAL CANADÁ,CASA,3,135,660000
GO,GOIANIA,CONDOMÍNIO DO LAGO,SOBRADO,4,420,0
GO,GOIANIA,JARDIM GOIÁS,LOTE,0,537,420000
GO,GOIANIA,SETOR MARISTA,R.,2,69,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,4,378,0
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,2,78,0
GO,GOIANIA,CONJUNTO VERA CRUZ,VENDO,3,153,0
GO,GOIANIA,ALTO DA GLÓRIA,APARTAMENTO,1,45,0
GO,GOIANIA,JARDIM FLORENÇA,CASA,4,434,0
GO,GOIANIA,BAIRRO FELIZ,APARTAMENTO,5,120,0
GO,GOIANIA,MOINHO DOS VENTOS,CASA,3,100,440000
GO,GOIANIA,SETOR BUENO,LINDO,1,45,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,68,580000
GO,GOIANIA,ALPHAVILLE GOIÁS,SOBRADO,4,270,0
GO,GOIANIA,JARDIM ATLÂNTICO,APARTAMENTO,3,80,0
GO,GOIANIA,SETOR CRIMÉIA OESTE,TERRENO,0,484,360000
GO,GOIANIA,JARDIM ATLÂNTICO,APARTAMENTO,2,69,0
GO,GOIANIA,JARDIM ATLÂNTICO,CASA,3,155,750000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,2,78,5500
GO,GOIANIA,SETOR OESTE,APARTAMENTO,4,317,0
GO,GOIANIA,SETOR LESTE UNIVERSITÁRIO,COBERTURA,2,101,0
GO,GOIANIA,SETOR SERRINHA,ÁGIO,3,89,793573
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,60,0
GO,GOIANIA,SETOR NEGRÃO DE LIMA,APARTAMENTO,2,52,0
GO,GOIANIA,SETOR MARISTA,CASA,5,400,0
GO,GOIANIA,SETOR OESTE,EDIFÍCIO,3,106,0
GO,GOIANIA,SETOR BUENO,SEU,3,82,0
GO,GOIANIA,RESIDENCIAL ALDEIA DO VALE,CASA,5,2387,12000000
GO,GOIANIA,SETOR PARQUE TREMENDÃO,CASA,2,50,0
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,3,176,10500
GO,GOIANIA,JARDIM VILA BOA,LOTE,0,1239,860000
GO,GOIANIA,JARDIM FLORENÇA,SOBRADO,5,400,0
GO,GOIANIA,JARDIM AMÉRICA,APARTAMENTO,3,76,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,56,0
GO,GOIANIA,PARQUE ATHENEU,CASA,3,70,300000
GO,GOIANIA,ALTO DA GLÓRIA,APARTAMENTO,2,62,0
GO,GOIANIA,SETOR OESTE,ED.,3,136,945000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,4,115,0
GO,GOIANIA,JARDIM PRESIDENTE,CASA,3,134,780000
GO,GOIANIA,SETOR CENTRAL,APARTAMENTO,1,29,0
GO,GOIANIA,JARDIM IPÊ,APARTAMENTO,3,62,452003
GO,GOIANIA,SETOR PROGRESSO,APARTAMENTO,2,67,0
GO,GOIANIA,SETOR FAIÇALVILLE,APARTAMENTO,2,64,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,1,49,0
GO,GOIANIA,SETOR BELA VISTA,2,2,62,0
GO,GOIANIA,RESIDENCIAL ALDEIA DO VALE,SOBRADO,4,1250,2950000
GO,GOIANIA,SETOR LESTE UNIVERSITÁRIO,APARTAMENTO,1,30,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,177,0
GO,GOIANIA,SETOR CAMPINAS,CASA,3,81,1600
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,3,114,0
GO,GOIANIA,SETOR MARISTA,SETOR,1,45,0
GO,GOIANIA,PARQUE DAS PAINEIRAS (1,CARA,3,167,940000
GO,GOIANIA,SETOR MARISTA,QD.,2,61,0
GO,GOIANIA,RESIDENCIAL ELDORADO,APARTAMENTO,3,100,0
GO,GOIANIA,RESIDENCIAL ELI FORTE,APARTAMENTO,1,48,0
GO,GOIANIA,JARDIM CLARISSA,CASA,3,250,0
GO,GOIANIA,JARDIM AMÉRICA,SOBRADO,5,420,0
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,300,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,1,0,0
GO,GOIANIA,SETOR OESTE,COBERTURA,4,346,0
GO,GOIANIA,SETOR NOVA SUIÇA,CASA,4,176,895000
GO,GOIANIA,PARK LOZANDES,COBERTURA,4,238,0
GO,GOIANIA,SETOR MARISTA,ÁGIO,3,194,2134000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,89,0
GO,GOIANIA,JARDIM AMÉRICA,CASA,4,520,0
GO,GOIANIA,JARDIM PLANALTO,CASA,4,480,0
GO,GOIANIA,SETOR BUENO,ÁGIO,3,100,920000
GO,GOIANIA,SETOR SUL,APARTAMENTO,1,59,0
GO,GOIANIA,JARDIM AMÉRICA,SOBRADO,4,421,1790000
GO,GOIANIA,SETOR OESTE,COBERTURA,3,527,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,94,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,125,0
GO,GOIANIA,JARDIM VILA BOA,RESIDENCIAL,2,67,372405
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,2,80,6500
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,1,32,0
GO,GOIANIA,SETOR LESTE VILA NOVA,APARTAMENTO,1,31,0
GO,GOIANIA,VILA ROSA,APARTAMENTO,2,61,0
GO,GOIANIA,PARQUE DAS LARANJEIRAS,CASA,4,303,0
GO,GOIANIA,PARQUE AMAZÔNIA,APARTAMENTO,2,116,0
GO,GOIANIA,JARDIM FLORENÇA,SOBRADO,4,258,0
GO,GOIANIA,SETOR NEGRÃO DE LIMA,APARTAMENTO,3,75,0
GO,GOIANIA,SETOR BUENO,PONTAL,2,59,0
GO,GOIANIA,BAIRRO FELIZ,APARTAMENTO,2,79,0
GO,GOIANIA,JARDIM VITÓRIA,CASA,3,750,1264000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,1,38,0
GO,GOIANIA,SETOR OESTE,APARTAMENTO,4,360,0
GO,GOIANIA,VILA JARAGUÁ,APARTAMENTO,2,67,0
GO,GOIANIA,SETOR MARISTA,VENDO,3,115,900000
GO,GOIANIA,RESIDENCIAL ELDORADO,AVENIDA,2,103,0
GO,GOIANIA,SETOR FAIÇALVILLE,SOBRADO,3,221,5400
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,86,0
GO,GOIANIA,SETOR COIMBRA,CASA,3,300,0
GO,GOIANIA,PORTAL DO SOL GREEN,CASA,4,212,0
GO,GOIANIA,RESIDENCIAL PARQUE OESTE,APARTAMENTO,2,60,0
GO,GOIANIA,RESIDENCIAL JUNQUEIRA,CASA,3,135,450000
GO,GOIANIA,SETOR BELA VISTA,APARTAMENTO,1,69,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,99,1085174
GO,GOIANIA,SETOR SERRINHA,APARTAMENTO,3,218,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,76,966050
GO,GOIANIA,JARDIM FLORENÇA,ALAMEDA,5,420,0
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,290,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,145,0
GO,GOIANIA,PARQUE OESTE INDUSTRIAL,APARTAMENTO,0,54,0
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,1,47,0
GO,GOIANIA,SETOR BUENO,BELO,3,136,0
GO,GOIANIA,SETOR BELA VISTA,APARTAMENTO,2,76,0
GO,GOIANIA,SETOR OESTE,APARTAMENTO,2,67,0
GO,GOIANIA,SETOR OESTE,APARTAMENTO,4,386,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,100,0
GO,GOIANIA,SETOR BUENO,ÔNIX,1,45,462782
GO,GOIANIA,BAIRRO FELIZ,CASA,4,420,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,94,0
GO,GOIANIA,ALPHAVILLE GOIÁS,APARTAMENTO,7,450,0
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,119,0
GO,GOIANIA,ALTO DA GLÓRIA,ALTO,1,30,0
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,251,0
GO,GOIANIA,PARQUE AMAZÔNIA,APARTAMENTO,2,58,0
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,1,48,566049
GO,GOIANIA,PARK LOZANDES,APARTAMENTO,3,121,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,78,5000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,155,0
GO,GOIANIA,SETOR OESTE,COBERTURA,4,230,0
GO,GOIANIA,VILA JARDIM SÃO JUDAS TADEU,RESIDENCIAL,3,56,0
GO,GOIANIA,SETOR SERRINHA,APARTAMENTO,1,42,0
GO,GOIANIA,SETOR PEDRO LUDOVICO,REF:,2,58,0
GO,GOIANIA,PARQUE AMAZÔNIA,RESIDENCIAL,3,76,4150
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,65,0
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,2,58,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,104,0
GO,GOIANIA,SETOR AEROPORTO,APARTAMENTO,2,0,0
GO,GOIANIA,SETOR BUENO,CASA,3,166,1850000
GO,GOIANIA,JARDIM AMÉRICA,APARTAMENTO,2,55,0
GO,GOIANIA,RESIDENCIAL SOLAR VILLE,CASA,3,200,0
GO,GOIANIA,SETOR LESTE UNIVERSITÁRIO,APARTAMENTO,1,0,1850
GO,GOIANIA,CONJUNTO VERA CRUZ,RUA,0,44,0
GO,GOIANIA,SETOR BUENO,TAI,1,45,0
GO,GOIANIA,PARQUE OESTE INDUSTRIAL,APARTAMENTO,3,65,0
GO,GOIANIA,SETOR BUENO,RESIDENCIAL,3,111,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,142,0
GO,GOIANIA,SETOR MARISTA,LEGACY,4,365,4300000
GO,GOIANIA,SETOR PARQUE TREMENDÃO,CASA,3,150,0
GO,GOIANIA,MOINHO DOS VENTOS,CASA,3,126,0
GO,GOIANIA,JARDIM GOIÁS,IMÓVEL,3,176,0
GO,GOIANIA,RESIDENCIAL ALDEIA DO VALE,CASA,4,2783,12900000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,157,0
GO,GOIANIA,SETOR FAIÇALVILLE,APARTAMENTO,2,49,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,88,0
GO,GOIANIA,JARDINS MADRI,SOBRADO,5,412,0
GO,GOIANIA,SÃO CARLOS,CASA,2,180,2000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,130,0
GO,GOIANIA,SETOR LESTE UNIVERSITÁRIO,ÁGIO,1,40,390000
GO,GOIANIA,SETOR BUENO,AV.,3,94,0
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,0,0
GO,GOIANIA,SETOR OESTE,RUA,4,187,0
GO,GOIANIA,SETOR BUENO,PORTAL,3,100,0
GO,GOIANIA,PARK LOZANDES,APARTAMENTO,3,139,0
GO,GOIANIA,SETOR MARISTA,EXCELENTE,3,111,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,1,62,0
GO,GOIANIA,SETOR CASTELO BRANCO,SETOR,3,106,350000
GO,GOIANIA,SETOR MARISTA,CASA,5,214,15000
GO,GOIANIA,SETOR SERRINHA,OPUS,3,100,1066131
GO,GOIANIA,SETOR NORTE FERROVIÁRIO,APARTAMENTO,3,70,1820
GO,GOIANIA,SETOR NEGRÃO DE LIMA,APARTAMENTO,3,67,411500
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,125,0
GO,GOIANIA,SETOR LESTE UNIVERSITÁRIO,CASA,2,75,0
GO,GOIANIA,JARDIM GOIÁS,BAIRRO:,1,68,466000
GO,GOIANIA,ALTO DA GLÓRIA,APARTAMENTO,1,33,1550
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,506,5587522
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,300,0
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,2,73,1110000
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,1,77,0
GO,GOIANIA,JARDIM ATLÂNTICO,0,0,602,550000
GO,GOIANIA,SETOR SERRINHA,APARTAMENTO,2,80,0
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,2,65,540000
GO,GOIANIA,RESIDENCIAL SOLAR BOUGAINVILLE,RESIDENCIAL,2,250,0
GO,GOIANIA,SETOR MARECHAL RONDON,APARTAMENTO,2,60,483233
GO,GOIANIA,SETOR SUL,SETOR,2,70,0
GO,GOIANIA,SETOR LESTE VILA NOVA,APARTAMENTO,3,77,0
GO,GOIANIA,CIDADE JARDIM,APARTAMENTO,3,77,0
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,3,97,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,4,221,2560000
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,90,0
GO,GOIANIA,JARDIM ATLÂNTICO,CASA,3,165,780000
GO,GOIANIA,SETOR PEDRO LUDOVICO,CASA,4,250,0
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,3,79,0
GO,GOIANIA,VILA ALPES,APARTAMENTO,3,90,0
GO,GOIANIA,SETOR LESTE UNIVERSITÁRIO,APARTAMENTO,2,58,0
GO,GOIANIA,PARQUE AMAZÔNIA,CASA,2,70,0
GO,GOIANIA,SETOR JAÓ,SOBRADO,3,780,0
GO,GOIANIA,JARDIM ATLÂNTICO,APARTAMENTO,3,85,0
GO,GOIANIA,SETOR AEROPORTO,APARTAMENTO,3,83,771000
GO,GOIANIA,SETOR AEROPORTO,APARTAMENTO,4,150,0
GO,GOIANIA,FAZENDA SÃO JOSÉ,OPORTUNIDADE,2,39,202578
GO,GOIANIA,ALTO DA GLÓRIA,APARTAMENTO,2,58,0
GO,GOIANIA,SETOR BUENO,LINDO,1,47,3000
GO,GOIANIA,SETOR MARISTA,EXCELENTE,3,135,0
GO,GOIANIA,JARDIM AMÉRICA,CASA,3,660,0
GO,GOIANIA,JARDINS MADRI,JARDINS,4,290,0
GO,GOIANIA,SETOR BUENO,AV.,3,89,0
GO,GOIANIA,PARQUE AMAZÔNIA,LOURENZZO,3,74,0
GO,GOIANIA,GOIÁ,RUA,2,65,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,1,34,0
GO,GOIANIA,JARDIM ATLÂNTICO,ALUGUEL,3,69,0
GO,GOIANIA,JARDINS FRANÇA,BAIRRO:,0,481,1290000
GO,GOIANIA,SETOR BELA VISTA,APARTAMENTO,3,90,0
GO,GOIANIA,SETOR MARISTA,MOBILIA,3,125,1495000
GO,GOIANIA,RODOVIÁRIO,APARTAMENTO,2,55,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,116,1366000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,72,0
GO,GOIANIA,SETOR MARISTA,CASA,4,510,0
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,100,0
GO,GOIANIA,JARDIM GOIÁS,COBERTURA,2,65,0
GO,GOIANIA,PORTAL DO SOL GREEN,PORTAL,0,3800,4833000
GO,GOIANIA,SETOR FAIÇALVILLE,APARTAMENTO,2,64,0
GO,GOIANIA,JARDINS FRANÇA,JARDINS,0,6450,25801760
GO,GOIANIA,SETOR PROGRESSO,CASA,4,380,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,79,840162
GO,GOIANIA,RESIDENCIAL FLÓRIDA,ALUGUEL,2,118,0
GO,GOIANIA,SETOR AEROPORTO,ÁGIO,3,84,0
GO,GOIANIA,RESIDENCIAL ITAIPU,APARTAMENTO,2,46,0
GO,GOIANIA,SETOR BUENO,ÁGIO,3,116,1311751
GO,GOIANIA,SETOR MARISTA,ALUGUEL,3,140,6500
GO,GOIANIA,SETOR SANTOS DUMONT,CASA,3,150,0
GO,GOIANIA,SETOR LESTE UNIVERSITÁRIO,APARTAMENTO,2,54,0
GO,GOIANIA,SETOR PEDRO LUDOVICO,SETOR,2,57,0
GO,GOIANIA,JARDIM GOIÁS,3,3,108,0
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,3,76,0
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,150,1890000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,105,0
GO,GOIANIA,PARQUE ANHANGÜERA,GRAMADO,3,151,0
GO,GOIANIA,SETOR OESTE,APTO,2,100,0
GO,GOIANIA,PARQUE INDUSTRIAL PAULISTA,APARTAMENTO,3,82,0
GO,GOIANIA,VILA MOOCA,CASA,4,649,0
GO,GOIANIA,JARDIM ATLÂNTICO,VENDO,4,220,0
GO,GOIANIA,RESIDENCIAL ELDORADO,APARTAMENTO,3,93,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,1,53,587488
GO,GOIANIA,SETOR CASTELO BRANCO,APARTAMENTO,1,90,0
GO,GOIANIA,SETOR BELA VISTA,APARTAMENTO,2,76,0
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,2,78,0
GO,GOIANIA,JARDIM GOIÁS,BROOKFIELD,1,42,0
GO,GOIANIA,SETOR OESTE,APARTAMENTO,1,41,480000
GO,GOIANIA,VILA ROSA,APARTAMENTO,2,68,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,452,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,1,44,0
GO,GOIANIA,JARDIM GOIÁS,EDIFICIO,3,75,0
GO,GOIANIA,SETOR BUENO,SETOR,3,72,0
GO,GOIANIA,PARK LOZANDES,APARTAMENTO,3,121,1239000
GO,GOIANIA,VILA JARAGUÁ,APARTAMENTO,3,62,0
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,2,96,0
GO,GOIANIA,SETOR OESTE,APARTAMENTO,2,68,0
GO,GOIANIA,VILA JARDIM POMPÉIA,TERRENO,0,402,220000
GO,GOIANIA,PARQUE ANHANGÜERA,CASA,3,547,0
GO,GOIANIA,VILA LUCY,APARTAMENTO,2,61,0
GO,GOIANIA,VILA UNIÃO,APARTAMENTO,2,60,0
GO,GOIANIA,PARQUE INDUSTRIAL PAULISTA,CASA,6,650,8437
GO,GOIANIA,SETOR MARISTA,COBERTURA,3,420,0
GO,GOIANIA,ALTO DA GLÓRIA,APARTAMENTO,2,62,0
GO,GOIANIA,SETOR PEDRO LUDOVICO,SOBRADO,3,116,800000
GO,GOIANIA,RESIDENCIAL MONTE CARLO,APARTAMENTO,2,53,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,4,202,0
GO,GOIANIA,SETOR FAIÇALVILLE,ALUGA-SE,3,0,2650
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,100,0
GO,GOIANIA,JARDIM DIAMANTINA,APARTAMENTO,2,43,0
GO,GOIANIA,SETOR PEDRO LUDOVICO,LOTE,0,300,0
GO,GOIANIA,SETOR FAIÇALVILLE,CONDOMÍNIO,3,83,0
GO,GOIANIA,JARDIM BRASIL,JARDIM,3,160,750000
GO,GOIANIA,SETOR CAMPINAS,SOBRADO,4,550,3500
GO,GOIANIA,SETOR MARISTA,ÁGIO,2,86,805000
GO,GOIANIA,VILA BELA,APARTAMENTO,2,51,0
GO,GOIANIA,PARQUE AMAZÔNIA,RUA,2,54,0
GO,GOIANIA,PARQUE AMAZÔNIA,APARTAMENTO,3,102,0
GO,GOIANIA,PARQUE AMAZÔNIA,APARTAMENTO,2,65,0
GO,GOIANIA,SETOR BUENO,VIVA,4,226,0
GO,GOIANIA,RESIDENCIAL ITAIPU,APARTAMENTO,2,46,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,130,0
GO,GOIANIA,SETOR LESTE VILA NOVA,APARTAMENTO,2,81,0
GO,GOIANIA,SETOR PEDRO LUDOVICO,APARTAMENTO,3,60,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,136,0
GO,GOIANIA,SETOR MORADA DO SOL,CASA,3,268,999000
GO,GOIANIA,SETOR NEGRÃO DE LIMA,APARTAMENTO,3,75,0
GO,GOIANIA,SETOR FAIÇALVILLE,CASA,2,109,0
GO,GOIANIA,RESIDENCIAL ITAIPU,APARTAMENTO,3,84,0
GO,GOIANIA,SETOR COIMBRA,CASA,3,132,0
GO,GOIANIA,PARQUE AMAZÔNIA,BELO,2,65,0
GO,GOIANIA,SETOR GENTIL MEIRELES,CASA,3,273,0
GO,GOIANIA,SETOR OESTE,COBERTURA,6,360,0
GO,GOIANIA,SETOR AEROPORTO,APARTAMENTO,3,120,0
GO,GOIANIA,PARQUE ATHENEU,CASA,3,150,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,68,0
GO,GOIANIA,SANTA GENOVEVA,SOBRADO,3,167,0
GO,GOIANIA,JARDIM DAS ESMERALDAS,APARTAMENTO,2,56,0
GO,GOIANIA,JARDIM ATLÂNTICO,CASA,3,148,0
GO,GOIANIA,JARDIM GOIÁS,LINDO,4,242,0
GO,GOIANIA,SETOR NORTE FERROVIÁRIO,APARTAMENTO,3,76,475000
GO,GOIANIA,SETOR SERRINHA,CASA,5,220,0
GO,GOIANIA,SETOR AEROPORTO,VERSAT,3,106,890000
GO,GOIANIA,SETOR SERRINHA,APARTAMENTO,2,67,0
GO,GOIANIA,ALTO DA GLÓRIA,RESIDENCIAL,2,64,0
GO,GOIANIA,SETOR BUENO,PRAÇA,3,100,0
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,1,37,0
GO,GOIANIA,CONDOMÍNIO PORTAL DO SOL 2,SOBRADO,3,235,0
GO,GOIANIA,RESIDENCIAL GUAREMA,RUA,2,70,1400
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,96,462000
GO,GOIANIA,SETOR SUL,APARTAMENTO,3,137,0
GO,GOIANIA,PARQUE AMAZÔNIA,APARTAMENTO,3,82,802000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,90,0
GO,GOIANIA,GOIÁ,IMÓVEL,3,200,0
GO,GOIANIA,SETOR GENTIL MEIRELES,APARTAMENTO,2,130,0
GO,GOIANIA,JARDIM MARILIZA,CASA,3,210,780000
GO,GOIANIA,SETOR LESTE UNIVERSITÁRIO,APARTAMENTO,1,30,0
GO,GOIANIA,RESIDENCIAL ELDORADO,APARTAMENTO,3,81,0
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,3,113,12000
GO,GOIANIA,BAIRRO FELIZ,APARTAMENTO,3,64,0
GO,GOIANIA,SETOR SUL,SOBRADO,6,516,0
GO,GOIANIA,SETOR OESTE,APARTAMENTO,1,43,0
GO,GOIANIA,SETOR SUL,CASA,3,170,650000
GO,GOIANIA,SETOR BUENO,APARTAMENTO,4,241,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,69,0
GO,GOIANIA,SETOR GOIÂNIA 2,APARTAMENTO,2,90,0
GO,GOIANIA,SETOR MARISTA,IMÓVEL,3,265,3425610
GO,GOIANIA,SETOR OESTE,APARTAMENTO,2,64,0
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,93,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,1,45,0
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,1,54,699994
GO,GOIANIA,RESIDENCIAL PARQUE OESTE,APARTAMENTO,2,61,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,73,0
GO,GOIANIA,VILA ROSA,APARTAMENTO,2,50,0
GO,GOIANIA,VILA ROSA,APARTAMENTO,3,72,0
GO,GOIANIA,SETOR BUENO,CASA,4,186,0
GO,GOIANIA,VILA ALPES,APARTAMENTO,3,74,0
GO,GOIANIA,SETOR SUDOESTE,APARTAMENTO,3,61,377124
GO,GOIANIA,SETOR OESTE,APARTAMENTO,2,70,0
GO,GOIANIA,JARDIM NOVO MUNDO,APARTAMENTO,2,45,0
GO,GOIANIA,JARDIM GOIÁS,BELÍSSIMO,3,120,0
GO,GOIANIA,PARQUE AMAZÔNIA,CASA,3,120,1029000
GO,GOIANIA,PARK LOZANDES,APARTAMENTO,3,105,0
GO,GOIANIA,SETOR OESTE,APARTAMENTO,3,97,1496960
GO,GOIANIA,SETOR BUENO,APARTAMENTO,4,242,0
GO,GOIANIA,RESIDENCIAL GRANVILLE,SOBRADO,6,380,0
GO,GOIANIA,SETOR OESTE,COBERTURA,2,109,0
GO,GOIANIA,SETOR NOVA SUIÇA,CASA,4,222,1590000
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,1,48,0
GO,GOIANIA,CONDOMÍNIO PORTAL DO SOL 2,PORTAL,4,320,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,200,0
GO,GOIANIA,CONDOMÍNIO PORTAL DO SOL 2,CASA,3,240,0
GO,GOIANIA,SETOR OESTE,SINTA,3,222,3031760
GO,GOIANIA,SETOR MARISTA,CASA,5,214,15000
GO,GOIANIA,PARQUE AMAZÔNIA,EXCELENTE,3,103,256000
GO,GOIANIA,JARDIM GOIÁS,APARTAMENTO,1,49,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,87,0
GO,GOIANIA,JARDINS VALÊNCIA,CASA,3,217,0
GO,GOIANIA,PARQUE AMAZÔNIA,CONDOMÍNIO,3,74,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,69,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,4,142,0
GO,GOIANIA,SETOR BUENO,A,4,140,0
GO,GOIANIA,PARQUE AMAZÔNIA,APARTAMENTO,3,75,510000
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,3,87,0
GO,GOIANIA,JARDIM EUROPA,COBERTURA,3,135,0
GO,GOIANIA,SETOR OESTE,APARTAMENTO,4,285,0
GO,GOIANIA,SETOR GENTIL MEIRELES,APARTAMENTO,3,135,0
GO,GOIANIA,SETOR BELA VISTA,APARTAMENTO,3,110,0
GO,GOIANIA,SETOR BUENO,SOBRADO,4,186,0
GO,GOIANIA,RESIDENCIAL BRISAS DA MATA,CASA,3,121,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,63,3960
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,113,1075647
GO,GOIANIA,JARDIM GOIÁS,DUPLEX,2,80,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,85,0
GO,GOIANIA,CONJUNTO MORADA NOVA,CASA,4,210,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,3,99,1425000
GO,GOIANIA,RESIDENCIAL AQUÁRIOS II,APARTAMENTO,2,42,0
GO,GOIANIA,SETOR SERRINHA,OPUS,3,100,1029000
GO,GOIANIA,JARDIM GOIÁS,ALUGA-SE,4,150,8500
GO,GOIANIA,SETOR GRAJAÚ,CASA,3,164,0
GO,GOIANIA,SETOR BELA VISTA,APARTAMENTO,3,76,0
GO,GOIANIA,SETOR OESTE,APARTAMENTO,2,62,0
GO,GOIANIA,PARK LOZANDES,APARTAMENTO,2,120,1278524
GO,GOIANIA,RESIDENCIAL RECANTO DO BOSQUE,APARTAMENTO,4,60,0
GO,GOIANIA,JARDIM ATLÂNTICO,CASA,3,210,790000
GO,GOIANIA,JARDIM AMÉRICA,JARDIM,2,67,0
GO,GOIANIA,SETOR TRÊS MARIAS,SOBRADO,3,145,0
GO,GOIANIA,SETOR LESTE VILA NOVA,APARTAMENTO,2,57,0
GO,GOIANIA,SETOR MARISTA,APARTAMENTO,4,0,0
GO,GOIANIA,SETOR BUENO,APARTAMENTO,2,57,0
