titulo,bairro,descricao,m2,quartos,banheiros,garagem,valor,link
"Rua 1141, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 3 m²,3.0,4.0,,,2700000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-marista-goiania-go-rua-1141-1117673
"Area Rural, ZONA RURAL, LUZIANIA",,"Venda Rural 122,00 ha",,,,,7700000.0,https://www.62imoveis.com.br/imovel/rural-0-quartos-venda-zona-rural-luziania-go-area-rural-1100551
"AVENIDA DO CAFE, SANTA GENOVEVA, GOIANIA",,Venda Casa Condominio 140 m²,140.0,3.0,,,695000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-santa-genoveva-goiania-go-avenida-do-cafe-1052953
"Rua C 152, JARDIM AMERICA, GOIANIA",,Venda Apartamento 79 m²,79.0,3.0,,,578000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-america-goiania-go-rua-c-152-950217
"AVENIDA ARISTOTELES, JARDIM MARILIZA, GOIANIA",,Venda Casa 177 m²,177.0,3.0,,,980000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-mariliza-goiania-go-avenida-aristoteles-1097920
"Rua A 02, VILA DOS ALPES, GOIANIA",,Venda Apartamento 55 m²,55.0,2.0,,,189000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-vila-dos-alpes-goiania-go-rua-a-02-1064021
"Rua VV 05, VILLAGE VENEZA, GOIANIA",,Venda Apartamento 64 m²,64.0,2.0,,,420000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-village-veneza-goiania-go-rua-vv-05-1098099
"Rua T 42, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Casa 160 m²,160.0,3.0,,,810000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-bueno-goiania-go-rua-t-42-1144063
"Rua T 38 ATE 1508 LADO PAR, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 252 m²,252.0,4.0,,,1150000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-bueno-goiania-go-rua-t-38-ate-1508-lado-par-1054852
"Rua 5 B, SETOR GARAVELO, APARECIDA DE GOIANIA",SETOR GARAVELO,Venda Casa 98 m²,98.0,3.0,,,390000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-garavelo-aparecida-de-goiania-go-rua-5-b-1181562
"Rua TEREZINA, ALTO DA GLORIA, GOIANIA",,Venda Lote/Terreno/Área 408 m²,408.0,,,,1800000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-alto-da-gloria-goiania-go-rua-terezina-857703
"Rua C 239, JARDIM AMERICA, GOIANIA",,Venda Apartamento 110 m²,110.0,3.0,,,890000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-america-goiania-go-rua-c-239-761802
"Rua T 37 ATE 4085 LADO IMPAR, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 129 m²,129.0,3.0,,,950000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-37-ate-4085-lado-impar-1068135
"Rua T 37 ATE 4085 LADO IMPAR, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 39 m²,39.0,1.0,,,468000.0,https://www.62imoveis.com.br/imovel/apartamento-1-quarto-venda-setor-bueno-goiania-go-rua-t-37-ate-4085-lado-impar-1164110
"Rua DAS ROCAS, JARDIM ATLANTICO, GOIANIA",,Venda Casa 210 m²,210.0,3.0,,,790000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-atlantico-goiania-go-rua-das-rocas-1106889
"Travessa 06, LOTEAMENTO TROPICAL VERDE, GOIANIA",,Venda Casa 220 m²,220.0,3.0,,,750000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-loteamento-tropical-verde-goiania-go-travessa-06-1118148
"NIQUELANDIA, NIQUELANDIA, NIQUELANDIA",,"Venda Rural 0,01 ha",,,,,6000000.0,https://www.62imoveis.com.br/imovel/rural-0-quartos-venda-niquelandia-niquelandia-go-niquelandia-1110478
"Rua DA CHARITA, JARDIM ATLANTICO, GOIANIA",,Venda Casa 155 m²,155.0,3.0,,,850000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-atlantico-goiania-go-rua-da-charita-987280
"Quadra 38, JARDIM BRASILIA II, AGUAS LINDAS DE GOIAS",,Venda Casa 150 m²,150.0,3.0,,,499000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-brasilia-ii-aguas-lindas-de-goias-go-quadra-38-1074995
"AREA RURAL, AREA RURAL DE CIDADE OCIDENTAL, CIDADE OCIDENTAL",,"Venda Rural 13,00 ha",,,,,975000.0,https://www.62imoveis.com.br/imovel/rural-0-quartos-venda-area-rural-de-cidade-ocidental-cidade-ocidental-go-area-rural-996770
"Rua LICO SAMPAIO, JARDIM BALNEARIO MEIA PONTE, GOIANIA",,Venda Casa 197 m²,197.0,3.0,,,1190000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-balneario-meia-ponte-goiania-go-rua-lico-sampaio-1166007
"Avenida Agostinho Machado de Miranda, PARQVILLE PINHERIOS, APARECIDA DE GOIANIA",,Venda Casa 158 m²,158.0,3.0,,,1430000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parqville-pinherios-aparecida-de-goiania-go-avenida-agostinho-machado-de-miranda-1145485
"Rua T 54, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 172 m²,172.0,3.0,,,1950000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-54-1054857
"Rua T 30, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 143 m²,143.0,3.0,,,2690000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-30-1128506
"Rua 04, CHACARAS COLORADO, ANAPOLIS",,Venda Casa Condominio 99 m²,99.0,3.0,,,420000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-chacaras-colorado-anapolis-go-rua-04-1126071
"Rua JOAO DA CUNHA RODOVALHO, BATISTA, ANAPOLIS",,Venda Casa 200 m²,200.0,4.0,,,750000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-batista-anapolis-go-rua-joao-da-cunha-rodovalho-1135790
"Rua UMIRI, PARQUE AMAZONIA, GOIANIA",,Venda Casa 210 m²,210.0,3.0,,,1480000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parque-amazonia-goiania-go-rua-umiri-1116251
"Rua 1123, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 69 m²,69.0,2.0,,,849900.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-marista-goiania-go-rua-1123-1178030
"Rua SEVILHA, JARDIM EUROPA, GOIANIA",,Venda Casa 300 m²,300.0,4.0,,,790000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-jardim-europa-goiania-go-rua-sevilha-1046513
"PRACA DAS CARAIBAS, RESIDENCIAL ALTO DAS CARAIBAS, LUZIANIA",,Venda Casa 115 m²,115.0,3.0,,,270000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-alto-das-caraibas-luziania-go-praca-das-caraibas-1008388
"Rua AQUIDAUANA, ALPHAVILLE FLAMBOYANT RESIDENCIAL ARAGUAIA, GOIANIA",,Venda Casa Condominio 447 m²,447.0,4.0,,,4990000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-alphaville-flamboyant-residencial-araguaia-goiania-go-rua-aquidauana-1065825
"Rua das Mangabeiras, JARDINS BOLONHA, SENADOR CANEDO",,Venda Casa Condominio 347 m²,347.0,3.0,,,1560000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-jardins-bolonha-senador-canedo-go-rua-das-mangabeiras-1109424
"Rua 100, JARDIM TROPICAL, APARECIDA DE GOIANIA",,Venda Casa 125 m²,125.0,3.0,,,590000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-tropical-aparecida-de-goiania-go-rua-100-1095200
"Rua DOS COMERCIARIOS, SETOR CENTRAL, GOIANIA",SETOR CENTRAL,Venda Apartamento 63 m²,63.0,2.0,,,450000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-central-goiania-go-rua-dos-comerciarios-1113913
"HIDROLANDIA, HIDROLANDIA, HIDROLANDIA",,"Venda Rural 179,08 ha",,20.0,,,13900000.0,https://www.62imoveis.com.br/imovel/rural-4-quartos-venda-hidrolandia-hidrolandia-go-hidrolandia-1041752
"Rua 01, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 155 m²,155.0,4.0,,,979000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-oeste-goiania-go-rua-01-1100299
"Rua FOGO APAGOU, SANTA GENOVEVA, GOIANIA",,Venda Casa 151 m²,151.0,3.0,,,620000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-santa-genoveva-goiania-go-rua-fogo-apagou-1106475
"Rua 70, JARDIM GOIAS, GOIANIA",,Venda Sala 45 m²,45.0,,,,370000.0,https://www.62imoveis.com.br/imovel/sala-0-quartos-venda-jardim-goias-goiania-go-rua-70-1140333
"Rua NORUEGA, JARDIM EUROPA, GOIANIA",,Venda Casa 141 m²,141.0,3.0,,,850000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-europa-goiania-go-rua-noruega-1046523
"Rua DA CONGADA, JARDIM LUZ, APARECIDA DE GOIANIA",,Venda Casa 127 m²,127.0,2.0,,,590000.0,https://www.62imoveis.com.br/imovel/casa-2-quartos-venda-jardim-luz-aparecida-de-goiania-go-rua-da-congada-701646
"Rua SANTIAGO, PARQUE DAS NACOES, APARECIDA DE GOIANIA",,Venda Casa 112 m²,112.0,3.0,,,520000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parque-das-nacoes-aparecida-de-goiania-go-rua-santiago-1088209
"Rua JOSE AUGUSTO BATISTA, SETOR SUL, ANAPOLIS",SETOR SUL,Venda Casa 136 m²,136.0,3.0,,,450000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-sul-anapolis-go-rua-jose-augusto-batista-1038052
"Rua 240, SETOR LESTE UNIVERSITARIO, GOIANIA",SETOR LESTE UNIVERSITARIO,Venda Apartamento 82 m²,82.0,3.0,,,670000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-leste-universitario-goiania-go-rua-240-790119
"Rua 86, SETOR SUL, GOIANIA",SETOR SUL,Venda Lote/Terreno/Área 533 m²,533.0,,,,1600000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-setor-sul-goiania-go-rua-86-1054792
"Avenida João Paulo I, SETOR JARDIM IMPERIAL, TRINDADE",SETOR JARDIM IMPERIAL,Venda Casa Condominio 81 m²,81.0,3.0,,,300000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-setor-jardim-imperial-trindade-go-avenida-joao-paulo-i-1182036
"AVENIDA CONTORNO, RESIDENCIAL ANAVILLE, ANAPOLIS",,Venda Casa 245 m²,245.0,4.0,,,2300000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-residencial-anaville-anapolis-go-avenida-contorno-1121178
"AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, JARDIM PRESIDENTE, GOIANIA",,Venda Apartamento 55 m²,55.0,2.0,,,260000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-jardim-presidente-goiania-go-avenida-presidente-juscelino-kubitschek-1146899
"Rua PRESIDENTE LEBRUN, JARDIM PRESIDENTE, GOIANIA",,Venda Casa 179 m²,179.0,3.0,,,700000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-presidente-goiania-go-rua-presidente-lebrun-1117889
"AVENIDA B, SETOR ARAGUAIA, APARECIDA DE GOIANIA",SETOR ARAGUAIA,Venda Apartamento 63 m²,63.0,2.0,,,250000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-araguaia-aparecida-de-goiania-go-avenida-b-606106
"Rua 23, RESIDENCIAL VALE DO SOL, ANAPOLIS",,Venda Casa 125 m²,125.0,3.0,,,350000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-vale-do-sol-anapolis-go-rua-23-1047117
"Rua JM 0014, SETOR SUL JAMIL MIGUEL, ANAPOLIS",SETOR SUL JAMIL MIGUEL,Venda Casa 188 m²,188.0,3.0,,,790000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-sul-jamil-miguel-anapolis-go-rua-jm-0014-1131749
"Rua 02, CHACARAS COLORADO, ANAPOLIS",,Venda Apartamento 79 m²,79.0,3.0,,,350000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-chacaras-colorado-anapolis-go-rua-02-1111281
"ALAMEDA LICARDINO DE OLIVEIRA NEY, SETOR FAICALVILLE, GOIANIA",SETOR FAICALVILLE,Venda Casa 210 m²,210.0,3.0,,,1350000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-faicalville-goiania-go-alameda-licardino-de-oliveira-ney-1096187
"Rua 22, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 42 m²,42.0,1.0,,,429000.0,https://www.62imoveis.com.br/imovel/apartamento-1-quarto-venda-setor-oeste-goiania-go-rua-22-878911
"Rua PRESIDENTE UBICO, JARDIM PRESIDENTE, GOIANIA",,Venda Apartamento 170 m²,170.0,3.0,,,900000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-presidente-goiania-go-rua-presidente-ubico-1052983
"Rua ORESTES RIBEIRO, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 105 m²,105.0,3.0,,,750000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-orestes-ribeiro-1111714
"Rua Balsamo, JARDINS NAPOLES, SENADOR CANEDO",,Venda Casa Condominio 202 m²,202.0,3.0,,,1550000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-jardins-napoles-senador-canedo-go-rua-balsamo-1168616
"Rua PB 9, PARQUE BRASILIA 2 ETAPA, ANAPOLIS",,Venda Casa 138 m²,138.0,3.0,,,510000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-parque-brasilia-2-etapa-anapolis-go-rua-pb-9-1108528
"AVENIDA EPIACAUBA, JARDIM HELVECIA, APARECIDA DE GOIANIA",,Venda Casa 151 m²,151.0,3.0,,,640000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-helvecia-aparecida-de-goiania-go-avenida-epiacauba-1029702
"Rua 09 B, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 262 m²,262.0,5.0,,,790000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-oeste-goiania-go-rua-09-b-1092654
"Quadra Quadra 10, PARQUE ESPLANADA III, VALPARAISO DE GOIAS",,Venda Apartamento 43 m²,43.0,2.0,,,165000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-parque-esplanada-iii-valparaiso-de-goias-go-quadra-quadra-10-1089339
"AVENIDA AREIAO, SETOR PEDRO LUDOVICO, GOIANIA",SETOR PEDRO LUDOVICO,Venda Apartamento 108 m²,108.0,3.0,,,970000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-pedro-ludovico-goiania-go-avenida-areiao-1137411
"ALAMEDA PLINIO HERMANO, VILA JARDIM VITORIA, GOIANIA",,Venda Lote/Terreno/Área 555 m²,555.0,,,,1659450.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-vila-jardim-vitoria-goiania-go-alameda-plinio-hermano-1105970
"Rua 240, SETOR LESTE UNIVERSITARIO, GOIANIA",SETOR LESTE UNIVERSITARIO,Venda Apartamento 75 m²,75.0,3.0,,,649000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-leste-universitario-goiania-go-rua-240-1142790
"AVENIDA PAISSANDU, JARDIM CRISTAL, APARECIDA DE GOIANIA",,Venda Lote/Terreno/Área 517 m²,517.0,,,,613192.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-jardim-cristal-aparecida-de-goiania-go-avenida-paissandu-1177855
"Rua T 51, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 122 m²,122.0,3.0,,,1070000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-rua-t-51-1037196
"Rua F 54, SETOR FAICALVILLE, GOIANIA",SETOR FAICALVILLE,Venda Casa 122 m²,122.0,3.0,,,600000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-faicalville-goiania-go-rua-f-54-886378
"Rua 03, VILA LUCY, GOIANIA",,Venda Apartamento 80 m²,80.0,3.0,,,570000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-vila-lucy-goiania-go-rua-03-1141218
"Rua DAS ROCAS, JARDIM ATLANTICO, GOIANIA",,Venda Casa 147 m²,147.0,3.0,,,790000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-atlantico-goiania-go-rua-das-rocas-1029743
"AVENIDA FLORESTA, RESIDENCIAL ALDEIA DO VALE, GOIANIA",,Venda Lote/Terreno/Área 1252 m²,1252.0,,,,1650000.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-residencial-aldeia-do-vale-goiania-go-avenida-floresta-966736
"Rua 06, SETOR LESTE UNIVERSITARIO, GOIANIA",SETOR LESTE UNIVERSITARIO,Venda Apartamento 75 m²,75.0,3.0,,,350000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-leste-universitario-goiania-go-rua-06-1141219
"Rua SALVADOR, PARQUE AMAZONIA, GOIANIA",,Venda Apartamento 75 m²,75.0,3.0,,,399900.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-parque-amazonia-goiania-go-rua-salvador-1180890
"Rua 24, SETOR CENTRAL, GOIANIA",SETOR CENTRAL,Venda Apartamento 75 m²,75.0,2.0,,,632000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-central-goiania-go-rua-24-1121989
"Rua MARRECO, JIBRAN EL HADJ, ANAPOLIS",,Venda Apartamento 49 m²,49.0,2.0,,,290000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-jibran-el-hadj-anapolis-go-rua-marreco-1060618
"Rua 13, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 233 m²,233.0,3.0,,,2199900.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-oeste-goiania-go-rua-13-1125121
"Rua 27, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 61 m²,61.0,2.0,,,500000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-oeste-goiania-go-rua-27-1054823
"Rua BAFFIN, RESIDENCIAL CANADA, GOIANIA",,Venda Casa 121 m²,121.0,3.0,,,530000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-canada-goiania-go-rua-baffin-831396
"Rua 1141, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 224 m²,224.0,4.0,,,2590000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-marista-goiania-go-rua-1141-941470
"Rua CS8, PARQUE CIDADE, GOIANIA",,Venda Lote/Terreno/Área 641 m²,641.0,,,,1539251.0,https://www.62imoveis.com.br/imovel/lote-terreno-rea-0-quartos-venda-parque-cidade-goiania-go-rua-cs8-1165396
"Rua DAS GRACAS, JARDIM BURITI SERENO, APARECIDA DE GOIANIA",,Venda Casa 300 m²,300.0,4.0,,,650000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-jardim-buriti-sereno-aparecida-de-goiania-go-rua-das-gracas-1087296
"Rua 146, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 137 m²,137.0,3.0,,,1480000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-marista-goiania-go-rua-146-1037481
"Rua CAMILO FLAMARION, SERRINHA, GOIANIA",,Venda Apartamento 112 m²,112.0,3.0,,,995000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-serrinha-goiania-go-rua-camilo-flamarion-1131021
"Rua 1141, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 229 m²,229.0,4.0,,,2150000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-marista-goiania-go-rua-1141-1177961
"AVENIDA T 02, SETOR BUENO, GOIANIA",SETOR BUENO,Venda Apartamento 114 m²,114.0,3.0,,,1220000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-bueno-goiania-go-avenida-t-02-1037591
"Senador Canedo, SENADOR CANEDO, SENADOR CANEDO",,Venda Casa Condominio 160 m²,160.0,3.0,,,1200000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-senador-canedo-senador-canedo-go-senador-canedo-979351
"Rua F 36, SETOR FAICALVILLE, GOIANIA",SETOR FAICALVILLE,Venda Casa 20906 m²,20906.0,3.0,,,1500000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-faicalville-goiania-go-rua-f-36-1117890
"Rua SB 36, LOTEAMENTO PORTAL DO SOL II, GOIANIA",,Venda Casa Condominio 258 m²,258.0,5.0,,,2190000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-loteamento-portal-do-sol-ii-goiania-go-rua-sb-36-1113802
"Rua JG 2, JARDIM GARDENIA, GOIANIA",,Venda Casa Condominio 60 m²,60.0,3.0,,,210000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-jardim-gardenia-goiania-go-rua-jg-2-840961
"Rua MC 03, CONJUNTO MONTE CARLO, GOIANIA",,Venda Casa 250 m²,250.0,5.0,,,800000.0,https://www.62imoveis.com.br/imovel/casa-4-quartos-venda-conjunto-monte-carlo-goiania-go-rua-mc-03-1106848
"Rua L 0017, JARDIM EUROPA, ANAPOLIS",,Venda Casa 178 m²,178.0,3.0,,,750000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-jardim-europa-anapolis-go-rua-l-0017-1062480
"Rua C 238, JARDIM AMERICA, GOIANIA",,Venda Apartamento 119 m²,119.0,3.0,,,1050000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-jardim-america-goiania-go-rua-c-238-1178142
"Rua VIRA COPOS, RESIDENCIAL ITATIAIA, ANAPOLIS",,Venda Casa Condominio 56 m²,56.0,2.0,,,80000.0,https://www.62imoveis.com.br/imovel/casa-condominio-2-quartos-venda-residencial-itatiaia-anapolis-go-rua-vira-copos-1141338
"AVENIDA R 11, SETOR OESTE, GOIANIA",SETOR OESTE,Venda Apartamento 127 m²,127.0,3.0,,,450000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-oeste-goiania-go-avenida-r-11-1100044
"Rua CJ 04, RESIDENCIAL CAMPOS DO JORDAO, ANAPOLIS",,Venda Casa 115 m²,115.0,3.0,,,390000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-campos-do-jordao-anapolis-go-rua-cj-04-1116431
"AC Iaciara Clique e Retire, CENTRO, IACIARA",,"Venda Rural 143,30 ha",,5.0,,,42000000.0,https://www.62imoveis.com.br/imovel/rural-4-quartos-venda-centro-iaciara-go-ac-iaciara-clique-e-retire-1179970
"Rua JOSE MACHADO DA SILVEIRA JUNIOR, RESIDENCIAL VENEZA, ANAPOLIS",,Venda Casa 120 m²,120.0,3.0,,,395000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-residencial-veneza-anapolis-go-rua-jose-machado-da-silveira-junior-1005859
"AVENIDA CENTRAL, CARDOSO CONTINUACAO, APARECIDA DE GOIANIA",,Venda Casa 125 m²,125.0,3.0,,,450000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-cardoso-continuacao-aparecida-de-goiania-go-avenida-central-703894
"Rua DONA STELA, SETOR NEGRAO DE LIMA, GOIANIA",SETOR NEGRAO DE LIMA,Venda Apartamento 100 m²,100.0,2.0,,,450000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-setor-negrao-de-lima-goiania-go-rua-dona-stela-439382
"Rua  GT 17, CONDOMINIO RESIDENCIAL GRAND TRIANON, ANAPOLIS",,Venda Casa 200 m²,200.0,3.0,,,1870000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-condominio-residencial-grand-trianon-anapolis-go-rua--gt-17-1135788
"Rua GERCI LUIZ DA SILVA, RESIDENCIAL VALE DOS SONHOS, GOIANIA",,Venda Apartamento 42 m²,42.0,2.0,,,220000.0,https://www.62imoveis.com.br/imovel/apartamento-2-quartos-venda-residencial-vale-dos-sonhos-goiania-go-rua-gerci-luiz-da-silva-1138492
"2ª AVENIDA RADIAL, SETOR PEDRO LUDOVICO, GOIANIA",SETOR PEDRO LUDOVICO,Venda Apartamento 80 m²,80.0,3.0,,,315000.0,https://www.62imoveis.com.br/imovel/apartamento-3-quartos-venda-setor-pedro-ludovico-goiania-go-2-avenida-radial-1114737
"Rua DAS EMBAUBAS, JARDINS VALENCIA, GOIANIA",,Venda Casa Condominio 230 m²,230.0,3.0,,,2590000.0,https://www.62imoveis.com.br/imovel/casa-condominio-3-quartos-venda-jardins-valencia-goiania-go-rua-das-embaubas-1178899
"Rua PEGASUS, RESIDENCIAL ALPHAVILLE FLAMBOYANT, GOIANIA",,Venda Casa Condominio 457 m²,457.0,4.0,,,5150000.0,https://www.62imoveis.com.br/imovel/casa-condominio-4-quartos-venda-residencial-alphaville-flamboyant-goiania-go-rua-pegasus-1052455
"Rua 36, SETOR MARISTA, GOIANIA",SETOR MARISTA,Venda Apartamento 404 m²,404.0,4.0,,,7500000.0,https://www.62imoveis.com.br/imovel/apartamento-4-quartos-venda-setor-marista-goiania-go-rua-36-1129483
"Rua F 50, SETOR FAICALVILLE, GOIANIA",SETOR FAICALVILLE,Venda Casa 125 m²,125.0,3.0,,,600000.0,https://www.62imoveis.com.br/imovel/casa-3-quartos-venda-setor-faicalville-goiania-go-rua-f-50-1092148
